,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target
0,-8.049327965010969,5.224994333497126,-5.061240536673459,-7.23736625047361,-3.371068734581371,-8.340008699862143,3.4395416256093334,6.131875963233149,9.654838290884278,2.713214695937051,-5.681534879056393,0.9805486416855924,0.9111991601845215,-5.318478537059967,-2373892.5960839675
1,-7.725483139858412,-0.006814659020905722,-6.95783155156424,0.653721611145393,-2.2598646310690196,3.7665476684432875,-2.5414568718321418,8.92320089926785,5.547158362134139,2.1606860613490895,2.3046407317213795,2.8597520253864683,-4.630329857393307,5.003122972064531,-1294163.3358214474
2,-4.263390211596933,4.1875211565246815,-8.704264490564688,3.797169584784715,1.0433566693935497,1.0765296062112135,-3.069427404188194,-6.547740798316046,0.8386527512636999,-8.964619139684512,6.511152268084203,4.221339404628193,-9.116655546740635,-8.469268769287428,-2440464.9257494994
3,-9.793122097795086,9.886096445158849,1.9888779419385436,-6.405223944705936,-2.712431960678339,7.2767345408630355,-0.9948899807499316,9.427395369699433,-7.2868044656958535,4.313489654055612,8.418965011745264,8.707288450957215,8.726058177358496,3.455480897692242,-4695578.085686556
4,8.779852708854584,0.4845546043079345,-1.021564859963128,-9.374448266689576,7.182089806160246,-6.349424119538966,4.566188926572554,9.34736557325385,7.966314917466537,6.6874300558183855,1.8101560805675305,-2.770815028129114,-6.703386064719643,-1.1957647911726692,-3100318.4909309316
5,5.20373042537261,-1.154523342546609,-7.389532161933079,-6.359153093608205,9.948746648992802,-4.622961971905923,7.545304339905535,-6.720788795559052,8.988682440456678,-1.9966599764475408,3.0535875760388738,4.2146534724626665,-1.9810533586378014,8.23652680251772,-2909905.973950097
6,-8.921642105667615,-0.09591673411435409,-5.007227188270564,-3.030582768398662,4.8177234353409855,-2.7768598363884394,2.6148420195571838,9.484617013387922,-1.5566307932424213,-8.734604984851861,-8.42825966241929,-5.882675531136432,-4.249571278583415,-2.3706078028706052,-3141896.859197633
7,6.703746903639235,-8.358484642770101,6.416697444721471,6.333145513237504,-3.3380860103272276,3.512635255411663,9.66871562091552,9.183985990864965,3.3988781067091125,7.85923294783295,-3.0488454335232706,2.633310875354585,-6.2301360962351415,-3.034308772352765,-2988059.4454491665
8,9.695541439181191,5.032624781824621,6.661200867702924,-7.159388740816588,-9.700416046735395,7.145489437021908,4.238908851488002,7.130803736568335,7.232086608596955,5.916082274569225,-0.45791780168331186,-8.136394197783384,-3.7261857061577164,2.824449850254922,-3490450.432599445
9,1.6799450913213043,-4.658680542349842,-8.86893222864062,8.205042233789243,-3.933906349836473,-3.371413956956273,-8.866274673455653,-9.41271012717117,-7.477382571201048,-8.007977121670734,-6.75638517478524,-6.982372132077723,-3.7521919766650846,1.1960123320958083,-4358553.381017545
10,-3.0391217922335674,-3.01169234504167,2.274111071025228,-8.595407150538321,1.9514115315063236,-3.7620308024028937,-4.956930940000395,0.5093181694113991,1.1488435954191445,1.8971300297105849,2.110732823325005,-8.49265732774695,1.1943592567113157,-2.247031019222119,-1177950.7816267319
11,-5.852431498123616,-2.402176060247559,-6.3276717105492875,-0.2727520592450876,-8.78946865089195,-9.151617327406395,3.342070177418453,-8.598414930511954,1.874298619610304,4.895811255673108,6.939924978615547,0.24207360348784412,-7.502085785212548,-5.325786532855488,-2915469.1668895
12,-4.545085866484396,6.661213136603017,5.166164769979687,-4.807304444156277,7.427543688332928,-5.116233068461211,-8.993451657495244,0.4152376188471951,-0.44753098334393826,7.965874026673934,-3.1164583649164745,6.941030175114854,-8.35936332205712,-7.873408755747873,-2806387.871659725
13,5.686258317352259,7.288344383122389,-2.7024803903591454,-8.033279376114422,7.172718795812706,-7.797898956589455,-7.668143470253703,-1.4999424550371252,-9.450539835962548,-7.528019495575746,-9.649313705138702,-1.7678136786552816,-0.5508042121703873,-8.346365507825206,-4211396.222736911
14,-5.683845400328808,5.1540558223617605,-6.052702101988792,-1.1076230449677702,-3.3316587277136556,-5.496085833664348,-3.694258055878368,-7.039419614437521,2.834387810397086,0.5287537686176123,-6.147753277318442,9.606566954061478,-6.9196688930447126,7.054891652415684,-1968713.8914638164
15,3.2817003483575142,-5.357459251637096,4.9260052698016565,-8.857277431429964,-0.19482158084527512,-0.3162380620539764,1.908302516615823,-8.151389440713109,8.783830372732353,9.071403710830374,0.47554575670390165,3.1927742591084964,-0.41300974963819215,-0.016093164413273797,-2302929.766364894
16,-3.126020460535706,5.642251224543347,-7.218258402849564,9.150823459873475,6.821549139398041,-8.174757477263864,-1.4041751485581244,-7.9409349312154305,-3.0737485073759485,3.889668983758124,-1.6558927227829692,-6.9435119999090045,4.865970796425392,-0.8449981589599354,-2431495.683717686
17,-7.442743937302452,-2.0339401033305693,-5.922646118682204,1.9407045935785945,8.815417109607068,-1.5488806069596315,6.090661823936195,5.951440735486047,-4.2693542095628745,2.035181752842341,1.171924621912808,-3.136353917255996,2.6005540383534065,-2.693335270925168,-1379991.5419200675
18,7.9379812217689185,4.647237258809762,2.298397785345184,6.757589321864401,3.5878925206512164,4.40333875323795,5.4999697171474775,4.485668648794498,-3.0857881161535072,-5.371398505070291,-5.980132339931301,7.11662847739904,4.63483829502316,0.8568184251962467,-1181961.1605163561
19,-5.9471637960250785,0.6074121351433455,-3.9013738760322747,6.455953189000589,1.7084863125163512,4.526413943177566,-6.321148391374978,-9.878376300892954,-5.238353682594132,-6.598485372427801,5.04909173230573,6.998123207370369,-2.2344731813861562,-3.238092397431749,-2235482.050317567
20,-9.7839365207879,-4.5499710936785975,6.3539083283448825,-6.9353494468940475,4.333679046042864,9.885408802311765,-7.728884743423874,0.10238466514859823,2.0496532826672755,-2.6779692924517207,9.824628085985687,-7.896056217720043,-6.249070016181497,-1.3534832549047167,-4647568.801946919
21,-4.950583276345948,-0.4063686637071342,7.729824782027045,-3.2822078774592356,8.467663726832363,-6.238285499217939,5.886731281895548,-7.585088134985547,-9.534967328859178,-7.976416699596893,6.71184785211123,3.4427799131012335,3.4530519063137444,-7.616458649217066,-3331158.786208468
22,5.314971031646481,-1.2315765704243127,-4.293917882986335,5.929617920107056,-0.41207208084619396,4.712922471977134,-1.7068658036629962,-7.800873058840496,-5.945654484349654,-9.895645868924849,-5.40958901510222,5.6543740897021415,-7.433281661987827,7.727810998958191,-2459307.183500167
23,5.279637568715254,-0.09329843988593112,7.089574313180229,-6.812486382976008,8.589496056407324,2.5411927652474393,7.192016773114421,-7.312867927308362,6.369161855109123,2.1430265645538054,6.606141593677734,6.614382009838305,-2.223318496100455,8.406647339477516,-2128119.555299807
24,-0.7867522032416439,-0.23864779731380992,0.1377558907760026,-9.869103366327998,-3.5847014438823743,-1.5264708575944734,-8.523626971290621,-5.439777923394642,-4.666122325566928,9.938260463835174,-7.577275492853417,-3.1253886844044265,9.795584173892333,9.245066319365446,-4053139.558562471
25,8.028712451242875,-6.088017183022679,-8.204338566342816,-8.062501590134545,1.9641780947686431,5.1055894288998775,3.5366709811083403,-5.630595326078842,-4.120876164564102,0.09559055894530744,-8.577431502412992,0.8181116538411395,3.646145083549083,-0.05723432319765642,-2464682.6773081245
26,-1.6082069915586938,3.602769429436366,-0.46164705529078987,2.653851898891066,8.860819003317442,0.9174541426364726,4.48951370203357,-4.21729546760896,5.153387119222339,0.5931384807597553,9.370964732015793,-6.882185764093977,6.8257343601634055,-6.7324955563953015,-2119195.7194988355
27,-8.845793195678741,-5.6887288596437235,-7.581172034820063,-4.055758505552309,-9.837798368587208,3.236985263228929,6.466929613669041,-7.315224934479678,-5.787382873987474,6.318932794513469,-4.047307894329486,-0.10091349889656165,-8.061152524739008,4.429275768237723,-3449770.488709994
28,7.6621185151224225,-2.9329795166132744,-5.812117430658352,8.33083250853662,-2.064120074734932,2.6891193875024104,-8.217191935462138,2.6871300134997593,-5.6548419491223605,3.5474342090687117,-0.8599574256734606,-1.2470878951584474,2.782485486339061,7.668774590901556,-1537079.0596297213
29,-2.758062608452918,6.326494843323978,6.611061375816309,1.5832749944708553,0.91925110085635,-7.964184707439889,-0.9313587164274235,6.370533365608914,-0.8370934045102416,5.5642132405792495,-9.905911458142644,-6.413405495756239,9.14046161373631,2.6726771574877226,-2905189.305769301
30,-9.210021561628693,-3.4700209756920763,-0.6418193185739902,-1.8150007761286489,1.2207010246443435,4.86666536995318,-3.9488342489211643,-2.109392220135029,-5.034331384167158,5.829130925701078,0.7649830621821767,-8.260978650684642,-8.967389669235198,-2.594939137575656,-2356297.1503409687
