,No Hypothesis
0,9.536003883155589
1,9.536003883155589
2,1.159243062706055
3,0.2220830157848728
4,0.2220830157848728
5,0.2220830157848728
6,0.2220830157848728
7,0.2220830157848728
8,0.2220830157848728
9,0.2220830157848728
10,0.2220830157848728
11,0.2220830157848728
12,0.2220830157848728
13,0.2220830157848728
14,0.2220830157848728
15,0.2220830157848728
16,0.2220830157848728
17,0.2220830157848728
18,0.2220830157848728
19,0.2220830157848728
20,0.2220830157848728
21,0.2220830157848728
22,0.2220830157848728
23,0.2220830157848728
24,0.2220830157848728
25,0.2220830157848728
26,0.2220830157848728
27,0.2220830157848728
28,0.2220830157848728
29,0.2220830157848728
30,0.2220830157848728
31,0.2220830157848728
32,0.2220830157848728
33,0.2220830157848728
34,0.2220830157848728
35,0.2220830157848728
36,0.2220830157848728
37,0.2220830157848728
38,0.2220830157848728
39,0.2220830157848728
40,0.2220830157848728
41,0.2220830157848728
42,0.2220830157848728
43,0.2220830157848728
44,0.2220830157848728
45,0.2220830157848728
46,0.2220830157848728
47,0.2220830157848728
48,0.2220830157848728
49,0.2220830157848728
50,0.2220830157848728
51,0.2220830157848728
52,0.2220830157848728
53,0.2220830157848728
54,0.2220830157848728
55,0.2220830157848728
56,0.2220830157848728
57,0.2220830157848728
58,0.2220830157848728
59,0.2220830157848728
60,0.2220830157848728
61,0.2220830157848728
62,0.2220830157848728
63,0.2220830157848728
64,0.2220830157848728
65,0.2220830157848728
66,0.2220830157848728
67,0.2220830157848728
68,0.2220830157848728
69,0.2220830157848728
70,0.2220830157848728
71,0.2220830157848728
72,0.2220830157848728
73,0.2220830157848728
74,0.2220830157848728
75,0.2220830157848728
76,0.2220830157848728
77,0.2220830157848728
78,0.2220830157848728
79,0.2220830157848728
80,0.2220830157848728
81,0.2220830157848728
82,0.2220830157848728
83,0.2220830157848728
84,0.2220830157848728
85,0.2220830157848728
86,0.2220830157848728
87,0.2220830157848728
88,0.2220830157848728
89,0.2220830157848728
90,0.2220830157848728
91,0.2220830157848728
92,0.2220830157848728
93,0.2220830157848728
94,0.2220830157848728
95,0.2220830157848728
96,0.2220830157848728
97,0.2220830157848728
98,0.2220830157848728
99,0.2220830157848728
100,0.2220830157848728
101,0.2220830157848728
102,0.2220830157848728
103,0.2220830157848728
104,0.2220830157848728
