,x0,x1,Target,Hypothesis
0,-4.022372992145351,-3.689621267255161,-29.79278958372192,Poor
1,-1.9263729921453505,-1.593621267255161,-6.250541648314976,Weak
2,0.4998502802158056,2.2035391116535754,-5.1054349192188475,Global
3,1.0522969709736332,0.45960379388822403,-1.3185645624767326,Global
4,-0.7817748547696155,1.4939557178025584,-2.843075610305011,Global
5,-3.024,-3.024,-18.289152,Weak
6,-5.12,-5.12,-52.4288,Poor
7,-1.302533894540816,-1.1782595121410377,-3.084890024378502,Weak
8,-1.4744344436228543,-1.0683182444629424,-3.315260799993819,Weak
9,-1.1756784328548184,-1.024,-2.430795777479962,Weak
10,-1.024,-1.0240000000000002,-2.0971520000000003,Weak
11,-3.405429590181736,-4.875652723703344,-35.36894017584119,Poor
12,-1.024,-1.0971807769891113,-2.25238165739443,Weak
13,-1.091282487160336,-1.0314661836807333,-2.254819954859745,Weak
14,-1.144683052396227,-1.128312696558826,-2.5833888316589926,Weak
15,0.0146348881703254,0.148258138555243,-0.022194655599623563,Global
16,0.21508155479556768,-0.22420787422680538,-0.09652924607858177,Global
17,-0.197907627470408,-0.12904109392823046,-0.05581903293316018,Global
18,0.07545381564175174,-0.028574737549130907,-0.006509793920901172,Global
19,-0.10666208626616866,0.051869828849293864,-0.014067279791506643,Global
20,-0.01881790423311234,-0.08289153564039722,-0.00722512020054983,Global
21,-0.0040108055702259785,0.017401356687200564,-0.0003188937758773355,Global
22,-0.003438982567438223,0.004391759182768604,-3.111414981857635e-05,Global
23,0.011863007396389043,0.016931185183396546,-0.0004273959762012479,Global
24,0.00478051131850402,0.0010685962816821813,-2.3995186479570033e-05,Global
25,0.009048672232168022,0.009266473953137752,-0.00016774600868938897,Global
26,0.002599628402391167,-0.0031165434527276625,-1.6470910923258512e-05,Global
27,-0.012261000929486853,0.006896864379096204,-0.00019789888205652353,Global
28,-0.0008279523360153587,0.015394717941278717,-0.0002376828455622421,Global
29,-0.0224021231321216,-0.004567337585214494,-0.0005227156934440508,Global
30,0.0403365742385826,0.016547649962478643,-0.0019008639405854047,Global
31,0.0022259185099263927,-0.0021392250434588713,-9.530996999394543e-06,Global
32,-0.0022531711074007463,-0.013377727261333494,-0.00018404036671785084,Global
33,-0.003319786501186259,-0.006356715636919642,-5.142881610211719e-05,Global
34,-0.042355484077229784,-0.020539892438567766,-0.002215874212804399,Global
35,0.026271324736542374,0.02829798230149548,-0.0014909583057486147,Global
36,0.01681060405022466,0.029975620814286348,-0.0011811342517353068,Global
37,-0.0032750652604183806,-0.01140986696601153,-0.00014091111664208048,Global
38,0.01310798768259543,-0.019344779911147844,-0.0005460398508978227,Global
39,0.008630910416598702,0.0067985599832326845,-0.00012071303246496479,Global
40,-0.016743931870678644,0.01905792735329948,-0.0006435638494935686,Global
41,0.018224768149345618,-0.017852286021218362,-0.000650846290280791,Global
42,-1.1181664729535732,-1.0548843324844304,-2.3630772161585565,Weak
43,-1.0240000000000806,-1.024,-2.097152000000165,Weak
44,-1.0240000003736265,-1.0240000000000002,-2.0971520007651874,Weak
45,-1.024,-1.0240000531295768,-2.097152108809376,Weak
46,-1.0686047701337218,-1.0527557989820782,-2.2502109270429385,Weak
47,-1.024,-1.024000013272107,-2.0971520271812754,Weak
48,-1.1602382124181683,-1.0523467994680344,-2.453586495905922,Weak
49,-1.024000003200758,-1.024000006262333,-2.09715201938041,Weak
50,-1.0473518086421294,-1.0937791305131666,-2.293298597412078,Weak
51,-1.0240000000733827,-1.0240000269412384,-2.0971520553259446,Weak
52,0.041567015380037625,0.01965843802090923,-0.002114270953026214,Global
53,-0.01383168415199254,-0.004007879249337876,-0.00020737858255775475,Global
54,-0.0005083908420066203,-0.014787305871741487,-0.00021892287619267644,Global
55,0.003928019682773472,0.007672396240261744,-7.429500269583835e-05,Global
56,-0.0029791327963205605,-0.020822716037696788,-0.0004424607354046678,Global
57,-0.00973405005099484,0.008671805813741724,-0.0001699519464665174,Global
58,0.014753282887326963,0.022440062026070077,-0.0007212157396873669,Global
59,-0.0198610813902339,0.054614513888613526,-0.003377207681279055,Global
60,0.002598375900925376,0.006892329970152211,-5.4255769739968144e-05,Global
61,0.007095260176970361,-0.008655630104705487,-0.0001252626494883854,Global
62,-1.0895194538386204,-1.079867300509719,-2.3531660270029535,Weak
63,-1.1041651576475062,-1.0379084673553167,-2.296434681970605,Weak
64,-1.0240000002834067,-1.1251379284592544,-2.314511358637999,Weak
65,-1.0797590374421107,-1.0691990949261398,-2.30906628352879,Weak
66,-1.024000072080735,-1.0240000419407222,-2.0971522335159514,Weak
67,-1.2245255813883065,-1.1013654266652764,-2.712468702527956,Weak
68,-1.0240002457264987,-1.024,-2.09715250324793,Weak
69,-1.062589018791808,-1.0570592342197689,-2.2464696475062214,Weak
70,-1.0252739866700102,-1.0664435324252017,-2.1884885555937585,Weak
71,-1.0240001528663492,-1.024000014602086,-2.097152342975379,Weak
72,0.059219221764041687,0.03552226443763359,-0.004768747497115916,Global
73,-0.015120891087821742,0.04550907378893732,-0.0022997171444167092,Global
74,-7.553591949347303e-05,0.003279580842184861,-1.0761356175559687e-05,Global
75,0.1797203939181573,0.09307231441578434,-0.04096187570080825,Global
