,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Target,Hypothesis
0,-8.972113312454619,-8.453669895841406,-8.259144628550375,-9.983906102940365,-9.380528148989592,-8.084792521268218,-8.973766575464225,-9.363431150255803,-8.921600125148704,-9.55749011514448,-8.38703728415146,-9.315490748770632,-8.92222230186571,-9.988252428897884,-8.65369504363895,-9.579951475642524,-8.134884814242577,-9.251510501037016,-8.495162155828107,-8.473721996308957,-590.7898470214635,Poor
1,0.2788668754538044,5.463301041585936,7.408553714496254,-9.839061029403641,-3.8052814898959175,9.152074787317819,0.2623342453577422,-3.6343115025580275,0.7839987485129623,-5.574901151444802,6.129627158485398,-3.1549074877063132,0.7777769813428925,-9.882524288978834,3.4630495636105074,-5.799514756425237,8.651151857574238,-2.515105010370158,5.048378441718928,5.2627800369104385,-323.37748634338834,Global
2,7.409989105435002,-7.797776434867966,-3.9981603921243236,-0.5018846809906297,3.4587343833317163,-4.848151341587645,4.023026394489751,3.1400011874852485,-6.359844845762115,-3.5587401434179844,7.750749138416566,-8.333016779004865,4.931282402808163,-8.752999020330472,4.629622531454569,4.850227099870876,-1.8416837309667748,9.827659977969624,-0.9572540248321637,-6.20242913744157,-175.10479793446854,Global
3,-2.967470558012348,4.296233328505197,-2.8512927349646873,-8.96762892009848,-3.6816199129606852,9.976092231299617,-4.241902867653717,-0.7640825716838826,4.705362219679465,8.873579014907193,-6.491947146689125,-5.751572481938664,-7.350447740988766,-5.826376155050408,9.91375889087059,-5.067083361653745,-7.798936827782343,0.046404765300110284,-0.8775636955327464,4.689804578917636,-327.1950715359661,Global
4,2.418870826445989,2.4214045337762773,-6.996547316079338,0.7654909197002784,-7.593055129765984,-6.939489559572074,-0.9964288637194922,-1.4185530558658233,4.67324161676469,-8.52856899876986,-4.424283404741168,-6.694124508379864,0.16176276921176935,1.5850230516302855,2.772158564549919,-5.719485913209564,-1.6484470315413944,-0.6637163880140236,-8.338615687655606,1.4054581610248782,-177.7561609078748,Global
5,-10.0,-10.0,-10.0,-8.0,-10.0,-10.0,-10.0,-8.0,-8.0,-8.0,-8.278646784216543,-10.0,-8.0,-9.537991340101861,-8.0,-10.0,-10.0,-8.0,-8.051500155145975,-10.0,-852.6569538727541,Poor
6,-8.598059552912162,-9.176958385715073,-8.786444883706082,-8.295142482980989,-8.685440775897217,-8.180637849922201,-8.864795862786183,-8.641274766418595,-9.664150297207236,-8.883482462042448,-8.633825917376813,-8.789588184949803,-8.906304071449759,-8.114045745704544,-9.083638141872095,-9.862014142775967,-8.497956479747232,-9.155485861670662,-9.69338371739383,-8.308026242785614,-462.0690270850729,Poor
7,-8.597363064487068,-9.167652319954989,-8.777810670764675,-8.31196787679873,-8.688037008186695,-8.174248441706927,-8.86240188228863,-8.650022283865232,-9.66216029794809,-8.89250573034462,-8.632567812074127,-8.790901618523668,-8.909186292899674,-8.127438461939093,-9.082847631409555,-9.858936758643921,-8.490002342296645,-9.159875129664192,-9.687026654891522,-8.304489093372139,-461.39997703766596,Poor
8,-8.598548837439115,-9.16841623620802,-8.778223469587251,-8.311671979600803,-8.69092403824204,-8.175158737893332,-8.863272482601143,-8.650735052869443,-9.661732215489055,-8.89262109764281,-8.633316424262212,-8.793435915238256,-8.909805004808925,-8.129297902841937,-9.081230785056508,-9.861404505971105,-8.491565843111403,-9.159540504618613,-9.686103104507389,-8.304470975867575,-461.72164271533404,Poor
9,-8.743902889860774,-9.505332176442653,-9.728956981476484,-8.939511944482136,-8.746224471771756,-8.8986459830846,-9.043669662725195,-8.352769723271674,-9.610933626249121,-8.906451961765418,-8.491921084408549,-8.973719425062551,-9.015512395986285,-8.908734927176337,-9.897530244791005,-9.761242393871012,-8.250519811350184,-8.122741493537788,-9.69649725647654,-9.063693514473105,-605.1968364625565,Poor
10,-8.899292870060526,-8.74890399144062,-9.655574691789623,-8.823341348520318,-9.390271434194121,-8.269024199201962,-8.685717437912029,-8.280763310717727,-9.195023680250197,-9.071916682694294,-9.104334276442914,-8.510863519597336,-8.969417824641662,-8.549641715785626,-8.901863738893496,-9.969409104424967,-9.71747804679586,-9.267046402884583,-9.205102067032033,-8.515727245112988,-562.8046295544439,Poor
11,-8.935858905714982,-9.961655456057136,-8.062891160465094,-8.551480746265579,-8.411531972569474,-8.045852830372285,-8.471288990439334,-8.790002713496804,-9.908526322654973,-8.100040689295852,-8.820295049715043,-9.543494574012723,-9.480727726598907,-8.133465558123731,-9.126636030012378,-9.483295870866344,-9.448290557021048,-9.400023173052269,-9.075244109503123,-8.840045775935513,-578.9383607247482,Poor
12,-8.363468960919523,-8.775026795995956,-8.581370981700957,-8.417447967619957,-8.366708050725508,-9.898968130315318,-8.378146679174579,-8.699798092101057,-9.630040954101938,-9.294176148971673,-8.517191386022922,-8.556484945045119,-9.017255106595915,-8.499073346927165,-8.383617041156121,-9.95552458592566,-8.757611753393542,-9.656458156380982,-9.193299554464266,-8.496208629892642,-490.9076655216224,Poor
13,-9.252540068873518,-8.701364382703437,-8.660322202027354,-8.741950566177032,-8.228480221485139,-9.983914021479329,-8.740639542896803,-9.189276154584455,-9.87209754950485,-9.488846914482295,-9.409534862976143,-9.272315776135843,-9.539797164865742,-8.60745637302541,-8.715728536099391,-9.535486941391357,-8.50218647715138,-8.879895206759661,-9.197242989988787,-9.266067347474001,-626.0692460415029,Poor
14,-9.447638689538904,-9.137933714588726,-8.286888829908866,-9.277167346787776,-8.338597852350414,-8.827397783416734,-9.551412094367366,-8.43142470163382,-9.299159337503491,-8.218257460082622,-8.552931923879633,-8.949180485503046,-8.59495764932471,-8.419311032857044,-9.02812349423425,-9.74323310725582,-9.279735026815192,-9.064379601924015,-9.883092561159527,-8.141515623577051,-551.9753105513051,Poor
15,3.2212213090260278,-0.9961663883718845,-3.333942599536104,-1.186814819865381,-7.4786514568319,-5.269775189703383,-8.601013682022643,-6.814110392255872,9.93844812949781,-8.928317835631148,-7.933287852288233,-0.908754675795727,0.4128756430791043,1.0491249924252717,-2.228383157930331,-2.6243656175306462,-9.353141991481468,3.401505740362264,-4.795474521377194,-2.07616275793415,-241.38517206013503,Global
16,-9.299567019488713,-1.4697881665740642,-1.3357645506205316,-1.4209917321393064,-2.344479900145247,-1.2646295574756454,-5.618480912748989,-7.590796058881677,8.199380171270438,-7.9347188351485975,-2.885974693892872,-6.889822738756008,-4.504116000496485,-0.21390459641318849,-1.2078509709293428,0.3113818947386999,-1.2987609729367655,1.717980290381993,-9.639095469541267,0.7421532654899927,-226.60204676955186,Global
17,2.4175998465975472,2.417571024283235,-6.992772037567469,0.764958736282098,-7.593698298332694,-6.9439605085151825,-0.997609196428596,-1.428095151396212,4.682854381899104,-8.529922385689956,-4.421737940278406,-6.690686933185485,0.16170610990131232,1.5872373727555966,2.7653519959310797,-5.720697447434089,-1.652452364165058,-0.6641478229793712,-8.338111085017458,1.40846043687192,-177.9661253186375,Global
18,2.431934830810248,2.461131570128516,-7.0355458972464815,0.7707517765416986,-7.586432998303132,-6.893217967212098,-0.9842537219621955,-1.320063081898776,4.574104168505894,-8.514681051565288,-4.450443712131462,-6.729423008473585,0.16251319298175881,1.5621362289956378,2.8422065295806225,-5.706882856306761,-1.607067311712816,-0.6591258623722419,-8.34379492641107,1.3746028204196086,-175.57450699733164,Global
19,2.446281675289756,2.5067587685456165,-7.0869874992155495,0.7708993957871662,-7.5853151994123404,-6.847551410312166,-0.9769517664759505,-1.216081843890798,4.4643353628392575,-8.50666634133256,-4.4865103862797415,-6.767128992043836,0.15771021715629746,1.5310087061974853,2.9192757792249,-5.693342324630219,-1.559511423929566,-0.6552960119877342,-8.348215792438642,1.3442873593353417,-172.9011582767578,Global
20,2.471388431153159,2.620912092067743,-7.32167348324473,0.676672140754928,-7.686587238252078,-6.853493975456754,-1.0655238088162546,-1.102823175811394,4.255739274950721,-8.613837680326345,-4.672342222230467,-6.815375236270075,0.05572466823783246,1.3758033573215251,3.0563383932421075,-5.6739324066153936,-1.440908433490829,-0.668308329765086,-8.334700999584074,1.350962415762008,-164.44184165801283,Global
21,2.471520988791959,2.641409873510578,-7.417059350101021,0.6128037909583626,-7.7535556160095425,-6.909810787264455,-1.1354012629545112,-1.1483274684612526,4.245733594955552,-8.695375826053256,-4.753450019081085,-6.804319758232412,-0.008386371729135438,1.3080012659349032,3.056848743980499,-5.677035708651039,-1.4173753178089037,-0.68385988712505,-8.321615384564563,1.391266251519133,-162.73506717035582,Global
