,No Hypothesis
0,1459289.2469591652
1,1459289.2469591652
2,1459289.2469591652
3,1459289.2469591652
4,1459289.2469591652
5,1459289.2469591652
6,1459289.2469591652
7,1459289.2469591652
8,1459289.2469591652
9,1148022.641344053
10,1148022.641344053
11,458493.1354031555
12,458493.1354031555
13,458493.1354031555
14,458493.1354031555
15,458493.1354031555
16,458493.1354031555
17,458493.1354031555
18,458493.1354031555
19,458493.1354031555
20,458493.1354031555
21,458493.1354031555
22,458493.1354031555
23,458493.1354031555
24,458493.1354031555
25,458493.1354031555
26,458493.1354031555
27,458493.1354031555
28,458493.1354031555
29,458493.1354031555
30,458493.1354031555
31,458493.1354031555
32,458493.1354031555
33,458493.1354031555
34,458493.1354031555
35,458493.1354031555
36,458493.1354031555
37,458493.1354031555
38,458493.1354031555
39,458493.1354031555
40,458493.1354031555
41,458493.1354031555
42,458493.1354031555
43,458493.1354031555
44,458493.1354031555
45,458493.1354031555
46,458493.1354031555
47,458493.1354031555
48,458493.1354031555
49,458493.1354031555
50,458493.1354031555
51,458493.1354031555
52,458493.1354031555
53,458493.1354031555
54,458493.1354031555
55,458493.1354031555
56,458493.1354031555
57,458493.1354031555
58,458493.1354031555
59,458493.1354031555
60,458493.1354031555
61,458493.1354031555
62,458493.1354031555
63,458493.1354031555
64,458493.1354031555
65,458493.1354031555
66,458493.1354031555
67,458493.1354031555
68,458493.1354031555
69,458493.1354031555
70,458493.1354031555
71,458493.1354031555
72,458493.1354031555
73,458493.1354031555
74,458493.1354031555
75,458493.1354031555
76,458493.1354031555
77,458493.1354031555
78,458493.1354031555
79,458493.1354031555
80,458493.1354031555
81,458493.1354031555
82,458493.1354031555
83,458493.1354031555
84,458493.1354031555
85,458493.1354031555
86,458493.1354031555
87,458493.1354031555
88,458493.1354031555
89,458493.1354031555
90,458493.1354031555
91,458493.1354031555
92,458493.1354031555
93,458493.1354031555
94,458493.1354031555
95,458493.1354031555
96,458493.1354031555
97,458493.1354031555
98,458493.1354031555
99,458493.1354031555
100,458493.1354031555
101,458493.1354031555
102,458493.1354031555
103,458493.1354031555
104,458493.1354031555
