,x0,x1,x2,x3,x4,Target,Hypothesis
0,-6.985935298388499,-7.28393258789454,-8.055513816968501,-7.037448270700365,-7.92744612873664,-16.177994403662158,Weak
1,18.601236942405677,8.836461759871725,-16.446711954423883,16.91325986569045,-12.25018994644223,-20.802901570342076,Global
2,28.65478746035962,-29.958769976786034,-3.8753269560243346,27.04816799319311,-2.948863169214622,-20.656690919340157,Global
3,0.5199849523636857,-27.20347227457453,-4.826740092728919,16.103306670497602,24.057046342748748,-20.81259078065997,Global
4,-11.556236368237652,-25.94738029767634,19.798952958587506,-6.892293378531804,8.373409430515856,-20.857959942492695,Global
5,-8.5536,-8.5536,-6.5536,-8.5536,-6.5536,-18.139231930425773,Weak
6,-7.196089024977018,-7.025195842000589,-8.489146722555136,-6.589057543299345,-8.370954520392564,-17.53527345258833,Weak
7,-8.004229319033335,-8.46831677400754,-7.629126339998022,-7.592994733733782,-6.8554251899161,-17.61762988252503,Weak
8,-6.722897141254066,-7.117637309150263,-7.054127311016434,-7.601384885688634,-7.463448473059928,-17.030127863760377,Weak
9,-6.831993421631233,-8.399987660206294,-7.325084676323142,-8.45272068316198,-6.841511824636203,-17.55875414566784,Weak
10,-8.099463793327562,-7.632083561642635,-7.504854111291957,-8.008980313885756,-8.082442378715726,-17.351231393993995,Weak
11,-8.270086784891184,-8.050904416292369,-8.243410171842587,-7.496009569349526,-7.591435617310513,-17.806264509510335,Weak
12,-6.5536,-7.5490060512700845,-8.077245862957863,-6.764198172525434,-7.180313187150106,-17.117719727856326,Weak
13,-6.5536,-7.4947326598846535,-7.986185092747781,-7.683716599937861,-8.36665584044112,-17.712389961089876,Weak
14,-5.5407660185232,-2.0216761192427803,-4.102244457787645,-5.314541783599459,-8.056783161771303,-14.586107298402247,Global
15,-0.24073707366812158,-8.389618776968405,-8.484610174100265,-12.691024059582421,-5.094558586004524,-17.993525108359744,Global
16,4.296665660074517,-5.36219358842596,-0.530951237810811,-10.096108196890448,-1.8369613417470596,-15.206941147480208,Global
17,3.4342464514420996,-9.88942877462678,-0.4727161987424324,-8.433026140475633,5.046939324659192,-16.38101791147205,Global
18,6.570918319125823,-6.534066701284072,-5.879999178232087,-14.228031110243364,0.8198314010980425,-17.82695059263642,Global
19,-0.3549316418546127,-12.854201809091048,0.7023260160733997,-13.354582880565992,2.4916195027575725,-18.28668422114745,Global
20,4.0091836205726565,-1.5033852830189218,-0.5638583358463904,-12.171539471161893,-9.3395551353479,-17.089127804063626,Global
21,-8.55921180673258,-9.64657017101025,-3.562691844647059,-5.627343023468718,-12.620639522863822,-18.678289266648065,Global
22,8.909218503774824,-1.5355350110498485,0.9068908388119254,-7.355688854384514,4.641687765602342,-15.328625699062595,Global
23,11.359192991500215,-0.30351785031775336,-2.8020401609102414,-11.504004303191163,3.9716849838718176,-17.42426882326372,Global
24,7.16789176504215,-6.262468917221597,3.806105047232556,-13.276800394532707,-0.851955756917743,-16.9967606363716,Global
25,-6.686379336066963,-7.064791571655383,-7.351294122585503,-7.956608287009453,-7.079194996736276,-16.59079822695474,Weak
26,-7.101916159517031,-6.9271542845326755,-7.9522041721454055,-7.3225950660993036,-7.458888875178488,-16.846574560503935,Weak
27,-7.18876450578331,-7.467792797237474,-7.464509744296779,-6.631564116570909,-7.92174398227609,-17.357548822745567,Weak
28,-7.068302417382971,-7.597387136213326,-8.5536,-7.2223144029516195,-7.659051939710643,-17.593497675483647,Weak
29,-6.5536,-6.893752675528873,-7.909746996471076,-6.903531747992558,-7.8764985905706375,-16.466771575180488,Weak
30,-6.5536,-6.5536,-6.966838875185,-8.5536,-6.5536,-17.291939678474357,Weak
31,-6.5536,-6.5536,-7.38816570065386,-7.181494544713202,-6.5536,-17.112314271790552,Weak
32,-6.5536,-6.5536,-8.416307522374058,-8.5536,-6.8033824665323746,-17.68475057498001,Weak
33,-8.5536,-6.5536,-6.5536,-6.5536,-6.5536,-17.396680893286213,Weak
34,-0.3832876553466207,-3.915948696033265,-4.138087744231264,-9.730575992327125,-15.858934441098114,-17.91943417914996,Global
35,4.046210789602526,3.400083073909663,2.936464675267885,-11.216936379636007,9.217156394167361,-16.47416885013895,Global
36,6.681114488853517,-7.864799436018032,-1.7076386554308698,-17.068087902327314,-7.66504374519446,-18.699326965871172,Global
37,3.9437941398827903,1.855580114769893,2.762088499056027,-5.198851894520253,0.9709659757609259,-10.593923496974266,Global
38,2.194944145886083,-15.14552493874087,-2.958402947166082,-8.799953930121113,7.9039603459462455,-17.40372360643122,Global
39,-4.818536583236899,-0.23256089899813048,-6.602399838711747,-9.959480957411333,-12.215808168363356,-17.433196941537137,Global
40,5.530913112737565,-1.8385925707445132,0.8200594091097315,-12.441169304909593,-9.207777107319096,-17.300685930142816,Global
41,9.937687381244444,-5.0681371225122795,-3.1766252396287165,-10.199320794633227,-11.398579927336979,-17.69603494389266,Global
42,6.070093794505539,1.2376576021978494,5.324113738181666,-3.392990737041888,0.07322892028699357,-12.513837894384416,Global
43,4.633152387262179,-0.6244086673419957,9.032340803734073,-14.337003481143178,15.590159104564862,-19.57011255354075,Global
44,7.346614384878805,-3.5499666251267783,5.440103505070546,-1.6375660521907847,-1.1904640975788503,-13.972607247827272,Global
45,5.713642288073984,2.023090478437524,0.5674679747756599,-11.43296536731669,2.2953223982622006,-15.787034492434291,Global
46,3.822770052378914,9.783483629002497,-0.1485053427429719,-14.109874072210463,7.106542921757345,-17.302384127828898,Global
47,5.490401537312317,2.6414674341286433,0.26009541949918247,-11.550382893807434,2.547487119414192,-16.14850441605729,Global
48,-6.5536,-8.5536,-6.5536,-6.5536,-6.5536,-17.396680893286213,Weak
49,-8.5536,-6.5536,-6.5536,-8.5536,-8.5536,-18.139231930425773,Weak
50,-7.188064553230315,-6.5536,-7.627852275682081,-7.2863034691821635,-8.391018229847914,-17.559710093603226,Weak
51,-6.5536,-8.5536,-6.5536,-8.5536,-8.5536,-18.139231930425773,Weak
52,-8.5536,-6.5536,-8.5536,-8.5536,-6.5536,-18.139231930425773,Weak
53,-8.5536,-8.5536,-6.5536,-6.5536,-8.5536,-18.139231930425773,Weak
54,-6.5536,-7.485404677647958,-6.5536,-7.730135009363995,-6.5536,-17.327513807448796,Weak
55,-8.5536,-8.5536,-8.5536,-8.5536,-8.5536,-18.714432588357795,Weak
56,-7.868630933847867,-6.5536,-6.5536,-8.036322350316945,-6.5536,-17.138629707557293,Weak
57,3.4900907536824377,-1.5704746618793948,-2.1207043421413836,-15.449968675535079,-9.44950539472174,-18.399567472275596,Global
58,11.186802729820315,-6.966436229184364,5.43635851578361,0.5597399124297411,3.7592828200140076,-16.45570913732842,Global
