,x0,x1,x2,x3,x4,Target,Hypothesis
0,-7.804519762305275,-6.652171387180168,-7.0896121163771895,-7.356283031605926,-8.241562719115127,-17.202483730830377,Bad
1,-0.250919762305275,0.9014286128198323,0.4639878836228102,0.1973169683940732,-0.687962719115127,-3.9028804940144224,Good
2,-8.222138771219253,29.538012784880266,15.203954970552246,6.465682420336989,-22.54316237996448,-21.616798180099387,Global
3,-25.227783937079447,7.147784718220095,-24.026089771107074,-17.000718665950902,-11.328614838361144,-20.63943773925291,Global
4,21.944215054952004,-25.90008250401622,16.03275860734888,-9.14221719510806,-9.220204933410198,-20.115537131485603,Global
5,-0.8257414005969186,-0.9595632051193486,0.665239691095876,0.556313501899701,0.7400242964936383,-4.561306205315137,Good
6,-0.165955990594852,0.4406489868843162,-0.9997712503653102,-0.39533485473632046,-0.7064882183657739,-4.117820326327916,Good
7,-0.3805414678811374,21.575760414669986,-14.68593892215004,23.02976201294382,2.941483976718139,-20.858193028514012,Global
8,-0.3568033403801323,2.651947778045482,-25.980973252705663,0.5263472631961861,-26.068834497619363,-21.036762448751954,Global
9,0.4681608689700667,-24.957012504703684,-29.109780666439534,0.23200927478103495,-1.0076544705520938,-20.61864384813919,Global
10,-1.1646938292299893,-4.634953800025418,-18.504552898250118,-1.7083223150920084,1.683618075038133,-18.451351864192276,Global
11,-4.812178272976176,0.29443226612280426,29.53787864972074,-28.705588860708914,-0.4884869286343445,-21.576557859955514,Global
12,-6.734412944560773,-8.126829292840169,-7.649352076364634,-6.691187960621956,-8.503801544899304,-17.559950469407,Bad
13,-0.8683832244255771,0.9657410931068675,-0.7442885741499363,-0.35573841359164127,-0.8581143104996025,-4.248607895829725,Good
14,-9.08911467568916,1.2059751601803441,-9.980356465364764,-0.05601441103158322,-0.7359020954316975,-14.969333191135567,Global
15,-0.3508705669286307,0.48738864750390043,-1.835898155292579,-0.6020201334726138,-0.47044031126489827,-5.5449316377464655,Global
16,-0.39158560570318457,0.6167187200092474,-1.2273710710558916,0.7185145011366245,-0.4043162882950426,-4.8423084310084406,Global
17,-0.4628445075439629,0.5612209460703426,-2.771589803598687,-3.1819297850954875,-0.5258913111944565,-8.494448039606501,Global
18,-0.6196881178334479,0.6783000260340373,-3.0955698259525377,-2.16588698438143,-0.8187362184932283,-7.5768483310723145,Global
19,0.9152074787317819,0.026233424535774263,-0.36343115025580275,0.07839987485129618,-0.5574901151444802,-3.392341353962206,Good
20,0.9809556730931761,-0.10658776849426443,0.4058847597213029,0.908719457021711,-0.9468866169681658,-3.7993154743684276,Good
21,0.195259281720229,0.5682001468265605,0.19028908678245715,0.996910933823151,-0.34014790457383715,-3.745031234562163,Good
22,-1.8388684842710639,0.30730006029914136,0.029047227337137826,0.3296570288254763,1.1719750013057109,-5.071104404101927,Global
