,Perfect Hindsight,What they knew,Bizarro World,Mixed Starting Hypotheses
0,15.169709285234658,27.97469017775762,27.996905709362775,27.163785091474445
1,15.169709285234658,27.97469017775762,27.996905709362775,27.163785091474445
2,15.169709285234658,27.97469017775762,27.996905709362775,27.163785091474445
3,15.169709285234658,27.97469017775762,27.996905709362775,27.163785091474445
4,15.169709285234658,27.872318315267947,27.872318315267947,24.022556456640142
5,15.169709285234658,27.162339529204097,27.872318315267947,24.022556456640142
6,15.169709285234658,25.9354022267022,27.872318315267947,24.022556456640142
7,15.169709285234658,25.9354022267022,27.13265171606292,21.941835359489183
8,15.169709285234658,25.23199543663671,26.806095586731836,21.941835359489183
9,15.169709285234658,21.26183140671094,23.41002774476396,21.941835359489183
10,15.169709285234658,19.96050699769135,23.41002774476396,17.492879664146592
11,15.169709285234658,19.96050699769135,22.145979523997333,15.72077386699307
12,12.262983923938464,19.96050699769135,17.902879766938106,15.72077386699307
13,12.262983923938464,19.96050699769135,17.902879766938106,15.72077386699307
14,12.262983923938464,19.96050699769135,17.902879766938106,15.72077386699307
15,12.262983923938464,19.96050699769135,17.902879766938106,12.583550557749426
16,7.195525427441769,17.05910807489637,15.967929709866333,8.634841460838743
17,7.195525427441769,17.05910807489637,15.967929709866333,8.634841460838743
18,7.195525427441769,14.085644748550536,13.604426110090564,8.634841460838743
19,6.939474191697929,14.06420769678826,13.604426110090564,8.634841460838743
20,6.939474191697929,14.06420769678826,13.198222613975105,8.634841460838743
21,6.939474191697929,12.88513812023564,13.198222613975105,8.634841460838743
22,6.939474191697929,12.88513812023564,13.198222613975105,8.634841460838743
23,6.939474191697929,12.88513812023564,13.198222613975105,8.634841460838743
24,4.875123656310517,12.88513812023564,13.198222613975105,8.634841460838743
25,3.5749463009065217,12.014247443172469,13.198222613975105,8.634841460838743
26,3.5749463009065217,11.843803315805776,13.198222613975105,8.634841460838743
27,3.5749463009065217,11.843803315805776,13.198222613975105,8.634841460838743
28,3.5749463009065217,11.023034659458265,13.198222613975105,8.634841460838743
29,3.5749463009065217,9.658751923450549,11.519164736543665,8.634841460838743
30,3.5749463009065217,9.149947867168024,11.519164736543665,8.634841460838743
31,3.5749463009065217,8.801027438929111,11.519164736543665,8.634841460838743
32,3.5749463009065217,8.65815070314962,11.519164736543665,8.634841460838743
33,3.5749463009065217,8.65815070314962,11.519164736543665,8.634841460838743
34,3.5749463009065217,8.65815070314962,11.519164736543665,8.634841460838743
35,3.5749463009065217,8.595951338648973,11.519164736543665,8.057412833150082
36,3.5749463009065217,6.9981136774895205,11.519164736543665,8.057412833150082
37,3.5749463009065217,6.978287785076368,11.519164736543665,8.057412833150082
38,3.5749463009065217,6.978287785076368,11.519164736543665,8.057412833150082
39,2.78184646921272,6.978287785076368,11.519164736543665,8.057412833150082
40,1.38637218199948,6.978287785076368,11.519164736543665,8.057412833150082
