x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Value
-2.472508723517891,-1.2615588967555218,-2.045297363168464,-2.757881594125882,-1.4197984582348953,-2.511298990056746,-2.3514835098700964,-1.5639373533253835,-2.0140753093759782,-1.3937775252305546,-2.9366613454464,-1.2639351978479667,-1.6014857837593532,-1.8762987683272832,54535.128579404154
-1.3491224731034226,-2.282891262070226,-1.465462099524703,-2.0789282888790157,-1.8131364722657255,-3.191083645118681,-1.4581396555245767,-2.3242403950110226,-1.4222297268403303,-2.82761081220064,-2.7516537428923313,-2.7209643175447504,-2.593135054725396,-2.913940537406263,79993.75728584325
-2.31970489183806,-2.9930852856327745,-2.8899212486437986,-1.2044351425961692,-2.5456479856711507,-1.4657652178345633,-1.9098278552375825,-2.5989324355222596,-2.954380178209775,-1.7385304905185068,-1.9769442857835517,-3.0553990640431086,-2.8073698294415026,-2.6853296243462,97433.58371288498
-1.9302361406628357,-2.465177574213818,-2.5399126653120514,-3.176615394295997,-2.9805460273515902,-2.030067376615057,-2.9288488415017513,-2.9800064227279113,-2.5321061187855562,-2.3859668995617986,-1.3280480153645293,-1.9627070018801533,-2.0672648185724567,-1.2774230782123097,101676.06672663841
-2.9212337032684887,-1.6362804108233482,-1.6970656148264058,-1.6180564034331575,-2.234790897171159,-1.7464548871260341,-2.53384842752224,-1.7077554607239986,-1.8608254912961544,-2.6564575495982954,-2.2268325378735065,-2.1228939967681635,-1.5172684261648826,-2.199259461409014,56340.58107361395
-2.114130636462665,-0.46795904516957165,4.391598281364891,-5.167611040183278,0.513624828627389,-6.160255920769067,2.178550358554494,-2.548388733522513,-6.980715560935263,-9.843819728323906,-9.426357671106395,-2.1874662648787098,-9.985824006635776,5.4955533248674655,3500791.0683811633
6.647764155082921,3.731692224694843,-0.10511265178380746,-4.2242271721373275,7.942206357395939,2.226196484865156,3.4038672347798933,-2.8153816975511177,3.1100951611144296,-0.049103868367341263,-8.479578358351214,4.000334972227627,-7.1960638089793,-5.339817226451529,1446757.1242160602
7.944772948661829,-9.430141717173921,-2.9863685689981345,-3.1550099903642987,-1.1646509412794988,7.739592942790566,-1.871220295613412,-0.4836316321932621,6.349569263245044,-7.811599783567416,3.0360714703956244,-5.998521288268071,-6.143326437008277,0.7352167974528268,2694960.2222586116
-5.137342466099108,7.14144220293138,-7.460633568553803,-3.4797451749823534,5.724045018293001,9.992214263613146,-7.003410584213952,-4.915062552820846,5.608705604017199,-7.018323955581374,-8.623219897370497,9.67307684299147,-0.11560370715245938,6.164975048454295,4035341.0274492516
-2.3431056806690993,-6.078322970921326,-4.743154389903119,-7.476724981070535,0.111954289521357,9.183307227393605,-1.8044791399005096,-1.3325270142641816,7.3661758291560915,-2.180315502159951,-5.2960806512544405,-6.040987844453454,2.4832541414373175,4.8293266128779315,1904987.748644073
2.4534256365493583,-4.277501128268055,-1.797000622296503,1.9653511883035968,6.182121493540777,-5.419130531359613,5.204047644995342,3.921557253551054,-6.532078043799099,1.5979100870521812,-2.099192075877781,4.786708621812201,-6.21986305351069,8.821206932027476,747321.589217891
-3.472718018632122,-1.063151354270616,-2.888670995769175,-1.4870276942665157,-3.947379296833075,-5.298035933858301,-4.851660326931164,-3.767378366050515,-4.019360381676712,0.2220454861807113,-2.939875967781262,-2.9606862612288722,0.755200182221131,-4.991646136623589,341479.655246546
-5.642125289926653,3.076109537581617,-9.316639937347478,7.906446539222415,-1.6512416687026459,-5.745586381843544,8.966465914050037,7.915908581016279,-3.882415907647756,9.135486897756511,9.219429941266323,-5.470829474752512,3.2851106893978503,-7.232985974690305,3662399.4074956425
-2.0182770397493925,-1.574242942921856,-1.7193473924962746,-1.4909218346514734,-3.445802933192839,-3.274077781862786,-0.6683824540940293,-1.131673697190827,-0.2747777228582038,-1.5517330168997177,-1.5317483202059492,-0.8652951032254066,-2.6115968758680452,-3.486783616563688,61254.459541006974
6.575800000740561,-1.9572745514152405,1.4688241721603923,1.0161589799590498,-5.2758088049498175,-6.4616214299865815,-3.836589678891345,1.9667559224929327,8.573929849003974,-4.473963349990533,0.6171714568090199,3.0440383908328332,2.3046862410524263,6.219640620180833,1204600.8571414144
1.1922765415610357,-5.312046346171504,-3.006207405253525,9.192202575326178,2.070565039980913,2.3701689137078183,8.580217825020885,2.6626551035152506,7.059722120039307,5.289045810180479,5.984103750863001,-2.977074183520097,-6.896895451887377,-4.416828789184597,1978863.8153006067
2.8696381316643205,3.864409976313617,3.014288324235668,-8.308564241134011,3.280462491906837,-2.309883448912906,-7.609113848867997,-1.173496692094112,1.1072281849588528,-9.102436928736452,-8.472435367853526,3.130239640976848,-8.316238144679076,-6.232996037655605,2779241.4680469125
-4.155115537132829,-4.20730706911969,-2.641146364266042,-3.3551137142865315,-3.2505152604553444,-2.7339955005704795,-2.463778340397255,-0.6976936234061952,-0.9769167472799438,-1.0766342367966217,-1.429306777303438,-7.735696505051237e-05,-1.5534917614073436,-4.137144547932586,157753.86351658893
-3.941403641743376,-2.9094683527988963,-0.57278628651882,-3.520308859843155,-2.808407253983237,-3.6661738920356868,-1.5365777419302304,-4.05472223831255,-3.029874044553239,-1.4458467035311742,-1.4919350264688092,-2.946832912858113,-1.0635742196244564,-2.68824835888762,170971.14959537177
-5.056419146957893,1.3807998558805252,-4.0735665514452535,-1.5242057534274238,-2.9504691733772006,-2.0570390828827385,-4.025718169862245,1.3869341999282483,-1.556153443997232,-4.725890265952074,2.3092107687411954,-1.1800383653407494,-3.8163408652298756,-7.525796255973802,240405.18123661383
8.986131451607143,-2.149793479106881,-7.920904355866066,2.5889938039195286,-6.323345759506573,7.69472845899076,-4.027923875851156,-0.12928487829404745,1.384724833433184,-0.9575152574652215,-9.056798990371176,4.093119260875538,6.5981262620083605,-2.2309357499527067,2451169.494941664
-0.15753620331715013,0.08506111143560702,0.34458771153865086,-3.3414299420149405,-6.702422513541812,-6.043335866534733,-5.5902899659186005,-1.964545886077076,-2.0394544814773496,0.49093838355753405,-1.8345698574817106,-6.846737671147707,0.7281757773550623,-4.142301966892774,811668.1225266792
