,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.75,0.0,0.008870710528336816,Bizarro World
1,0.25,0.0,0.25,0.25,1.25,3.4000000000000004,0.25,0.0,0.5,0.0,0.16357799520480476,Global
2,0.25,0.0,0.25,0.5,0.25,3.6,0.0,0.0,0.0,1.75,0.4431328884263295,Global
3,1.0,0.0,1.25,0.0,0.0,3.8000000000000003,0.25,0.0,0.75,0.0,0.012033649507715074,Global
4,0.0,0.25,0.5,0.5,0.0,3.8000000000000003,0.0,0.5,0.5,0.5,0.01087641179727931,Global
5,0.75,0.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.01394074250547788,Bizarro World
6,0.75,0.0,1.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,6.670266153368997e-05,Bizarro World
7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.75,1.5186437867228708,Global
8,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,5.0,2.5695759149856583,Global
9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.75,2.953503880744975,Global
10,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,4.0,1.5921006053666038,Global
11,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.12618305591858575,Global
12,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.484615651511227,Global
13,0.0,0.25,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,4.5,6.555023453572069,Global
14,0.0,0.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.5,6.443318254205277,Global
15,0.25,0.75,0.0,0.75,0.0,4.6,0.5,0.75,0.0,1.0,0.0909936572456101,Global
16,0.25,0.25,0.0,0.0,0.5,2.2,0.0,0.25,0.5,2.25,0.24997453276948733,Global
17,0.0,1.5,0.0,0.0,0.25,1.0,0.0,1.0,0.25,1.0,0.011985018914965739,Global
18,0.0,2.5,1.0,0.0,0.25,2.2,0.0,0.0,0.0,1.0,0.006584301054770013,Global
19,0.5,0.0,0.5,0.5,0.0,1.0,0.5,2.5,0.5,0.0,2.6814822010217787e-06,Bizarro World
20,0.5,0.0,0.5,0.5,0.0,1.0,2.25,0.5,0.5,0.0,0.0005479703425286869,Bizarro World
21,0.5,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,4.25,0.3122853918866461,Global
22,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,3.75,4.524601334227167,Global
23,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.25,4.5,1.3915981998405957,Global
24,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,4.75,3.0328845093050543,Global
25,0.0,0.25,0.0,0.0,0.25,5.0,0.0,0.0,0.0,4.0,6.448736958431908,Global
26,0.75,0.0,0.75,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.002524698765969212,Bizarro World
27,0.5,0.0,0.5,1.5,0.0,1.0,1.0,0.5,0.5,0.0,0.00686345255577864,Bizarro World
28,0.0,0.25,0.0,0.0,0.0,4.4,0.0,0.0,0.0,4.25,7.5330206062755245,Global
29,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.25,0.0,4.25,0.5143937115140038,Global
30,0.0,0.25,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,4.25,7.349055584937123,Global
31,0.0,0.25,0.0,0.0,0.25,4.6,0.0,0.0,0.0,4.25,6.487765826428342,Global
32,0.0,0.25,0.0,0.0,0.0,4.6,0.0,0.0,0.0,4.0,7.958303424846207,Global
