x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Value,Timestamp
-2.8280892862920233,-2.3281999757508647,-2.484101670465194,-2.3870998071407437,-2.5188487657189715,-2.1210528606580934,-2.129597704979122,-2.1046834448259,-1.3909934336272447,-2.5289400466857757,-1.88958084606034,-2.111324885314573,-2.2931861222437306,-2.8293472767241283,73666.72735348428,13
-2.71087990304475,-2.1516601059241234,-1.9854752207303146,-2.214661692365421,-2.334881988723848,-2.6898836410947853,-2.1771168038639086,-1.6076738370615455,-2.3662047394340933,-2.3308600629986236,-2.205399478591898,-2.712076932735318,-1.3021255273536003,-2.4686790694152063,71629.62561701269,15
-1.4019140403548773,-1.8700187614607313,-2.470183948556606,-2.506991023115266,-2.200152685244317,-2.433223212841205,-1.9670135082706106,-2.375266491746663,-2.0981802460526646,-1.4465739650751783,-2.3828059634131145,-1.6804416391629853,-2.5378375833872866,-2.4099444878599816,62718.71589378518,16
-1.9708830026045159,-2.597856425485285,-2.38162926050686,-2.4663805438493767,-2.524734581437816,-1.8578227743708104,-2.6644102824795137,-1.9929917892640612,-2.488181217064448,-1.8145488685441387,-1.861534114251618,-1.8902458677117018,-2.514385434067417,-2.053623747596088,72320.48672740426,18
-2.456014004154417,-3.0015547434856553,-2.0418837201746003,-2.261957018175077,-2.070572284910847,-2.5593326886405943,-2.457530670920988,-1.9330777671706767,-2.3767043472870313,-1.8716296347673222,-1.996260853609331,-1.764638684840421,-1.9071160235578954,-2.027804772027649,70421.0715970711,19
-2.0560147753982374,-2.122535692820259,-2.2045095580283514,-2.135587837934011,-2.2388304030607022,-2.012495685134695,-2.2704500639661003,-2.129912178093547,-2.2303730377021065,-2.13319710705182,-2.405798497709868,-2.1485039112369915,-2.3466702184110213,-2.3383527615711888,64191.36540042895,8596
-2.0560147753982374,-2.122535692820259,-2.2045095580283514,-2.135587837934011,-2.1980113296123367,-2.012495685134695,-2.2704500639661003,-2.129912178093547,-2.2303730377021065,-2.13319710705182,-2.405798497709868,-2.1485039112369915,-2.3466702184110213,-2.3383527615711888,63884.58763675019,17043
-2.0560147753982374,-2.122535692820259,-2.2045095580283514,-2.135587837934011,-2.180212229433847,-2.012495685134695,-2.2704500639661003,-2.129912178093547,-2.2303730377021065,-2.13319710705182,-2.405798497709868,-2.1485039112369915,-2.26200579981019,-2.259694530158894,62922.9842857533,32520
-2.0560147753982374,-2.122535692820259,-2.2045095580283514,-2.135587837934011,-2.180212229433847,-2.012495685134695,-2.2704500639661003,-2.129912178093547,-2.2303730377021065,-2.13319710705182,-2.204515482764875,-2.1485039112369915,-2.26200579981019,-2.259694530158894,61258.82612473536,49708
-2.0560147753982374,-2.122535692820259,-2.2045095580283514,-2.135587837934011,-2.180212229433847,-2.012495685134695,-2.2704500639661003,-2.129912178093547,-2.2303730377021065,-2.13319710705182,-2.0875831108743164,-2.1485039112369915,-2.26200579981019,-2.259694530158894,60423.188095877376,65942
-2.086089172814641,-2.173309260708181,-2.2568257994766405,-2.1366144898047086,-2.1173100195552665,-2.1763088213807924,-2.236002776407627,-2.2484281437820655,-2.3095393993126336,-2.2119878747670496,-2.0836939598329094,-2.1379516928253377,-2.297785297560702,-2.2662991160465165,64100.91094739184,82837
6.274245161803364,8.807946844645642,1.7988436275187407,-5.493636070031304,-6.921436601702668,-6.5461478280283725,2.870760622946955,-5.229143383317014,0.16051524811278028,2.304435194589498,-5.945640814014071,3.571691918090316,3.0563017613569077,5.4090065101395,1486816.875148935,83515
-1.9784664376399075,-2.0344409045241134,-2.256770025553968,-2.549617849573579,-2.132407745736284,-2.1580428017752515,-2.313759631697817,-1.9861112229822886,-2.2420337033441915,-2.1014705212575224,-2.28041560562687,-2.0100806487535134,-2.356165574464817,-2.249358011856243,64566.55201582188,100589
-2.1688587484107655,-2.166141537352707,-2.207091958003812,-2.23675468326417,-2.00996242275501,-2.1266230597392477,-1.6311711080568756,-2.0616344618136653,-2.113768532681913,-2.1139635662807956,-2.102223544698741,-1.9208010708445649,-2.208380478842261,-2.223183632799924,54633.47994503477,118306
-2.086089172814641,-1.5783614385910791,-2.2568257994766405,-2.113358260791455,-2.1173100195552665,-2.1763088213807924,-2.236002776407627,-2.055592313976085,-2.3095393993126336,-2.2119878747670496,-2.0836939598329094,-2.1379516928253377,-2.297785297560702,-2.2662991160465165,59143.15927343325,135102
-2.2081917815495906,-2.1091781090468658,-1.430575576991215,-2.176685902938998,-2.040032365974006,-2.213564547625725,-2.290318105322237,-1.9976398096733259,-2.0577340314144323,-2.141809362482186,-2.0153814657509086,-2.1485409189744105,-2.1747171344774197,-2.240092203462474,54727.0649518686,149989
-3.8125500755649933,-0.3789660974012712,-5.076017982737858,-9.231680554760032,2.076448105768902,7.024921659497931,-6.350994432166715,-5.2958547509376315,-5.842446408906345,-0.06273543920605107,1.5618230349501232,0.4807076396039456,6.655400829241277,-9.103662849907543,1880064.940055517,150062
-2.130108224234651,-2.294184414362876,-2.3154794373618595,-1.867518054242911,-1.9649714988241378,-2.169449346336524,-2.235557639314446,-2.1593066242983294,-2.21063461970755,-2.0399071053783713,-2.2496187889507007,-2.1214080230889802,-2.1253061995999083,-2.1581945440209083,59952.88087262546,165356
-2.147025541916717,-1.6988519188327604,-1.9898640387666677,-2.02725471326783,-2.193464354645851,-2.218038957838263,-2.2176819207046785,-3.0496913881292462,-2.1809935230972135,-2.092988268787334,-1.9649857360760947,-2.128093491547279,-2.3397251372071963,-2.04642475151865,66292.69804359731,180249
-1.9967098908682035,-1.3497880184084559,-2.4617181073259147,-2.2199626557503747,-2.16159812132064,-2.4304687179538518,-2.143342201835422,-2.13547082559344,-2.32024788709111,-2.228343867906375,-2.2476011714263056,-2.0043380844304584,-2.3287891083642807,-2.2525574781039843,63379.661646153385,195430
-2.1303681004211317,-2.0761199008912588,-2.243557572308592,-2.120400000431359,-2.2785310782329278,-2.199837667549069,-2.3079894269605656,-2.0783159994973803,-2.245489821900725,-2.108630627821123,-2.0723346470411403,-1.5510383461716426,-2.2443038999374063,-2.230626422253507,59094.65966632601,210259
