,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,1.0,0.75,0.0,0.25,2.8,0.0,1.5,0.25,0.0,0.0021514502693964666,Global
1,1.25,0.0,0.25,0.5,0.25,1.8,0.25,0.0,1.0,0.0,0.014973614925452624,Global
2,0.25,0.0,0.25,0.25,0.0,4.800000000000001,0.0,1.75,0.25,0.0,0.0024126391082735952,Global
3,0.75,0.0,0.0,0.0,0.0,3.4000000000000004,1.0,0.0,0.25,0.0,0.10921124673567034,Global
4,0.0,0.0,1.5,0.25,0.0,2.6,0.5,0.0,0.5,0.0,0.0014115332966029648,Global
5,0.0,0.5,0.0,0.5,0.0,2.4000000000000004,1.25,0.25,0.0,1.25,0.5593926040524574,Global
6,0.0,0.0,0.0,0.0,0.0,3.6,1.0,0.0,0.0,3.75,0.2855004277974785,Global
7,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.05132179242835702,Global
8,0.0,0.0,0.0,0.0,2.5,2.0,0.0,0.0,0.0,2.25,0.2100696353418948,Global
9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.75,1.5186437867228708,Global
10,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,5.0,2.653309813584161,Global
11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.2943366421742095,Global
12,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.75,2.953503880744975,Global
13,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.5,3.316692812671885,Global
14,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,4.5,3.384139481136268,Global
15,0.0,0.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.5,6.443318254205277,Global
16,0.0,3.0,0.0,0.0,0.5,4.6,0.75,0.0,0.0,0.5,4.181261001403945,Global
17,0.0,0.25,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,4.5,6.555023453572069,Global
18,0.0,3.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.25,0.5,3.3251529421355883,Global
19,0.0,3.0,0.0,0.0,0.5,4.800000000000001,0.0,0.0,0.0,0.25,12.14299176930188,Global
20,0.0,2.75,0.0,0.0,0.0,5.0,1.5,0.0,0.0,0.0,0.33740583837291904,Global
21,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.782059061983158,Global
22,0.25,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.2863538954350364,Global
23,0.0,2.75,0.0,0.75,0.5,5.0,0.0,0.0,0.0,0.0,10.236932237809363,Global
24,0.0,2.75,0.0,0.0,0.5,5.0,0.0,1.0,0.0,0.0,0.13280218553506856,Global
25,0.0,2.75,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,9.317857192905329,Global
26,0.0,2.75,0.0,1.25,0.5,4.800000000000001,0.0,0.0,0.0,0.0,9.748150794663577,Global
27,0.0,2.75,0.0,0.75,0.5,4.800000000000001,0.0,0.0,0.0,0.0,10.844642612972883,Global
