,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.01680400686353388,Bizarro World
1,0.0,0.75,0.25,0.0,0.25,2.0,0.0,0.5,0.25,1.75,0.0305946062067068,Global
2,0.5,0.0,1.25,0.0,0.0,1.2,1.0,0.25,0.0,0.5,0.0026076022958968015,Global
3,0.25,0.0,0.0,0.0,0.25,2.2,0.0,0.75,0.75,1.75,0.044341339574044306,Global
4,0.75,0.0,0.75,0.25,0.0,3.8000000000000003,0.25,0.25,0.5,0.75,0.017737384844506314,Global
5,1.25,0.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0026431354418221375,Bizarro World
6,0.5,0.0,0.5,2.5,0.0,1.0,0.5,0.5,0.5,0.0,0.002898523490360017,Bizarro World
7,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.25,4.5,0.0,0.0,1.0119325772097251e-19,Global
8,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,4.75,0.0,0.0,0.0,0.27051242229942507,Global
9,0.0,0.0,0.0,0.0,0.0,4.6,5.0,0.0,0.0,0.0,0.12634753994311024,Global
10,0.0,0.0,0.0,0.0,0.0,3.6,4.75,0.0,0.0,0.0,0.2885179210193744,Global
11,0.0,0.0,0.0,0.0,0.0,4.800000000000001,4.75,0.0,0.0,0.0,0.3696138383094794,Global
12,0.0,0.0,0.0,0.0,0.0,4.800000000000001,5.0,0.0,0.0,0.0,0.12701409768622313,Global
13,0.0,0.0,0.0,0.0,0.0,4.6,4.75,0.0,0.0,0.0,0.36509983044585276,Global
14,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.05132179242835702,Global
15,0.0,0.0,0.0,0.0,0.0,4.2,5.0,0.0,0.0,0.0,0.12111229054382495,Global
16,0.0,0.0,0.0,0.0,0.0,4.2,4.75,0.0,0.0,0.0,0.3418103221574414,Global
17,0.5,0.0,1.75,0.5,0.0,1.0,0.5,0.75,0.5,0.0,7.460311880522428e-06,Bizarro World
