,x0,x1,Target
0,4.022887950704656,-1.7205267937159454,-19.143839911819178
1,3.289386220112198,-4.693026552573441,-32.84455992822337
2,-4.0175955974556885,0.9733331374718999,-17.088451781196223
3,0.30532978885449324,-0.8314119315798596,-0.7844720799352826
4,-1.6854236234411086,1.2545989856879638,-4.414671405342624
5,-0.6334317966451293,2.4154327690105877,-6.235551302611231
6,0.18469285887251186,0.8075120663158488,-0.6861871893641933
7,1.4884361819708802,5.019896538863784,-27.41480352869665
8,3.2753479364796556,-0.8888224274823084,-11.517909412597081
9,3.8529807893158656,3.3152965895221387,-25.836652439334234
10,-4.562181039899088,2.2388453024173502,-25.825924128970964
11,3.0942265592266276,2.4208040326291345,-15.434530164216934
12,2.1415091279991536,0.419193388057888,-4.761784441895146
13,-3.8418004543425557,4.686308305609404,-36.72091626621035
14,-0.9906555009544205,-2.8984201182867446,-9.382237503660601
15,2.224904667681991,5.06068416944064,-30.560725043100216
16,-2.502512070647449,1.7542085830582312,-9.33981441661135
17,1.013820550544554,2.225481170488454,-5.980598548905121
18,4.478459234763823,-1.5174679701534513,-22.359306157882997
19,-2.522786841892905,-0.9986815074634441,-7.361818202977435
20,2.524269743974246,2.294482610295688,-11.636588189293121
21,-0.9614561683620932,5.011249646387225,-26.037020982097605
22,-0.5068873651695007,-1.2922016348123861,-1.926719865980282
23,2.146596927172629,-4.275624414088105,-22.888842498093222
24,-1.0406613113724594,2.7738210949926883,-8.777059432013884
25,2.7110500710447836,-2.2132799123691793,-12.248400458208849
26,-3.179087970607303,-0.2943901211103741,-10.193265868267442
27,-1.691586104293135,2.403686847627786,-8.63917400969643
28,-3.1835431369229887,-1.7294942810000622,-13.126097372661386
29,3.524899029223106,1.1778461114611307,-13.812234628502102
30,3.945104176510685,4.879902928974622,-39.377299559737146
31,3.44994399136955,-3.2683558288799817,-22.584263367760613
32,1.212523606574985,-0.24464513768095575,-1.5300647398925427
33,-0.9814358561512639,2.476888960501854,-7.098195262395318
34,3.33755688109244,1.8762734641934502,-14.659688046963986
35,-3.693858759772443,2.0769285877597303,-17.958224895801237
36,-4.517506148719226,-3.1471055385475495,-30.31213507447268
37,4.349888153141211,-0.9717508365927259,-19.865826633256916
38,-3.601494706166342,1.8666202181077383,-16.455035157192768
39,-3.4458751921703072,1.5178264685210685,-14.17785302855789
40,-2.543471173934305,-4.696314866678766,-28.524618939622748
41,4.6973194272355725,-4.4419022764704605,-41.79530563519819
42,0.13250750551693713,-1.6251229059080097,-2.658582698325215
43,1.638500542928873,3.5269359320964027,-15.123961098290934
44,1.0635935406807615,0.8930681955915292,-1.9288020217549486
45,-3.9215817161252677,2.1550114349340355,-20.022877440944452
46,-3.02568183966584,-0.09863379704668507,-9.164479220803509
47,-4.74512864833525,-1.8902673859709855,-26.089356679717497
48,3.7174313686972615,0.5986981706154895,-14.177735480472728
49,0.47828814107121254,-1.3534754925146912,-2.060655454727242
50,3.3603244554132194,-2.2901712954097766,-16.536665007967045
51,-3.83325858133377,0.6428782540050042,-15.107163800841509
52,-2.382448584970815,2.81635766585711,-13.607931762061547
