,Perfect Hindsight,What they knew,Bizarro World,Mixed Starting Hypotheses
0,17.339113308523757,27.978327023958222,27.995704776794202,25.35280885549183
1,17.339113308523757,27.978327023958222,27.995704776794202,25.35280885549183
2,17.339113308523757,27.978327023958222,27.989750452836233,25.35280885549183
3,17.339113308523757,27.978327023958222,27.989750452836233,25.35280885549183
4,17.339113308523757,27.978327023958222,27.989750452836233,25.35280885549183
5,17.339113308523757,25.324769899297376,27.989750452836233,25.35280885549183
6,11.267699757346904,25.324769899297376,27.989750452836233,25.35280885549183
7,11.267699757346904,25.324769899297376,27.989750452836233,25.35280885549183
8,11.267699757346904,25.324769899297376,27.675281872718948,25.35280885549183
9,11.267699757346904,23.938499567481017,24.967115490694944,25.35280885549183
10,11.267699757346904,23.938499567481017,24.967115490694944,25.35280885549183
11,11.267699757346904,23.938499567481017,24.967115490694944,25.35280885549183
12,11.267699757346904,23.938499567481017,24.967115490694944,25.35280885549183
13,11.267699757346904,23.938499567481017,24.683307187328115,25.35280885549183
14,10.773826564971394,23.938499567481017,24.615860518863734,25.35280885549183
15,10.773826564971394,23.16035866405376,24.615860518863734,25.35280885549183
16,10.773826564971394,23.16035866405376,24.615860518863734,24.56801352438877
17,10.773826564971394,23.16035866405376,24.615860518863734,24.56801352438877
18,8.516414700135343,14.994532024362078,24.452469099350687,19.275790066550027
19,8.516414700135343,14.966395716480584,24.245663872293495,19.275790066550027
20,8.516414700135343,14.966395716480584,23.42558975905203,19.275790066550027
21,8.516414700135343,14.966395716480584,23.42558975905203,19.275790066550027
22,8.516414700135343,14.966395716480584,23.397775057377785,16.05740372457587
23,8.516414700135343,12.211131757351067,22.232029005568478,15.881000578683471
24,8.516414700135343,12.211131757351067,22.232029005568478,15.881000578683471
25,8.1806942775507,12.211131757351067,22.232029005568478,15.881000578683471
26,5.931541077648205,10.292038854093889,22.232029005568478,15.881000578683471
27,5.931541077648205,10.292038854093889,22.232029005568478,15.881000578683471
28,5.931541077648205,10.292038854093889,22.232029005568478,15.881000578683471
29,5.9149669822288615,8.365035762240755,22.232029005568478,15.849749515244024
30,5.9149669822288615,8.365035762240755,22.232029005568478,15.849749515244024
31,5.9149669822288615,8.01190414781626,19.819799831216105,15.849749515244024
32,5.9149669822288615,8.01190414781626,19.819799831216105,15.849749515244024
33,5.9149669822288615,8.01190414781626,18.20336355837887,15.849749515244024
34,5.9149669822288615,8.01190414781626,18.20336355837887,15.849749515244024
35,5.9149669822288615,8.01190414781626,18.20336355837887,15.849749515244024
36,5.9149669822288615,8.01190414781626,18.20336355837887,15.661420250268648
37,5.598062048676919,7.739759646579859,18.20336355837887,15.661420250268648
38,5.598062048676919,7.739759646579859,18.20336355837887,15.661420250268648
39,5.598062048676919,7.739759646579859,18.20336355837887,15.661420250268648
40,5.598062048676919,7.739759646579859,18.20336355837887,15.661420250268648
41,5.598062048676919,7.739759646579859,17.90835506958362,15.661420250268648
42,5.528619608106869,7.739759646579859,17.90835506958362,15.661420250268648
43,4.52000849636768,7.739759646579859,17.90835506958362,15.661420250268648
44,4.52000849636768,7.465700587956466,17.90835506958362,12.759914417240328
45,4.52000849636768,7.465700587956466,17.90835506958362,12.759914417240328
46,4.52000849636768,7.465700587956466,17.90835506958362,12.759914417240328
47,4.52000849636768,7.465700587956466,17.90835506958362,12.759914417240328
48,4.52000849636768,7.465700587956466,17.90835506958362,12.759914417240328
