x0,x1,x2,x3,x4,x5,x6,x7,x8,Value
-7.176284298106695,-8.489805299671026,-8.317314327281236,-6.602664788563063,-6.6830091554765545,-8.317777519820071,-6.78365484884043,-8.187848423775765,-7.5160625357367365,17.625860363380408
-8.206286848287622,-8.151328920712272,-7.691634576978899,-7.997788748734313,-7.121952077593784,-7.051458926405045,-7.011929143024092,-7.175452020499051,-7.957570881265581,16.495571766368926
-8.034398075822883,-7.663326336632819,-7.261732272398999,-7.019317400870257,-8.092307276275724,-7.506793887612863,-7.908803273475478,-7.84211994100725,-6.633734582240138,17.074157313749826
-6.561540117787614,-7.292888563911586,-7.882029181131382,-7.492145989521424,-8.406985505152063,-7.874288287008951,-7.447165891670969,-6.665180326657317,-8.515680069953753,17.70350829803674
-7.581121473474433,-6.681897398702044,-6.655351205189484,-8.307620334608782,-7.451690749189599,-6.580640971653285,-8.329955099027943,-7.602860602899512,-7.286536809300689,17.636745631401357
27.543053175666437,-24.592776400678083,-23.34276768652508,3.4513202734285073,-1.116068364816769,4.249605219283858,-7.835932618593432,32.540396012446536,-23.095013786364902,21.56580337356932
27.116625427270286,-6.848761762967857,-16.930449476993154,4.030448378347515,21.543375845943572,21.063404754263054,-3.9441432095233893,4.896800952309128,-5.908160879919741,19.859726265373908
29.832672730315934,-20.47636664766702,-7.380370819897131,7.296281012015811,24.157448151627072,13.557504685758794,-20.87668876696644,-24.74552827600573,-13.529747453931915,21.528078637174005
18.408520088167116,0.21510470694159523,-0.1401631099754752,-3.296398686107576,-21.24472345047429,-19.84942907407714,28.027645163382424,-15.932811959307582,-8.71769261724539,20.652182493302927
-7.3912197002934406,-5.441204046976679,-24.49219236965189,0.9612081575128002,7.571205296512261,-6.42596325775866,-24.09753831574126,7.070067024487074,-23.9550187552501,20.784848401472026
18.87527806129163,-24.67161568382992,7.951097464479126,-14.59235682064364,-19.97078970500097,-14.211706236882304,26.50945826046241,-23.168090856827934,-21.605977899773485,21.30947592156743
-11.22003484010581,-10.232504822971634,-8.598537495790112,-9.933411177301906,-9.063270166426975,-8.240486963411037,-5.702567668564015,-6.116037496041912,-9.08635995046518,17.967351161102908
-26.41718898444,-17.316464758749586,8.705479206526363,22.78188870258515,-3.5663102246371423,13.467787297505915,2.494131646690718,9.446840179178622,4.5582653428122555,21.120226718813402
31.458370426556556,25.179011203673788,31.27612230127872,-16.63169436148199,-21.649653945887096,31.1895313047697,32.12564907108484,13.810717041271886,32.09462350288938,21.593167703337695
31.83486566292413,25.53060437404838,31.583326089471484,-16.969392053294882,-21.666983655864897,31.091778635904575,32.37108401910518,14.144751800265567,32.491448623994984,21.746843410038327
30.288650127177593,25.801953022667703,31.7489181724312,-16.97587823557251,-22.678703987964184,32.69887140964579,32.64217956434882,12.895523120291301,31.73185572553473,21.591653174840925
-31.881084699892227,30.89912269828673,-25.19946703374914,-22.32387815692308,25.34162138378842,24.555441628885838,29.789465948156952,29.479176936244677,11.86117267163388,21.635489088533383
-32.28487449030662,31.299839184400298,-24.822847813848057,-22.7013433651328,25.64434368741513,24.808595990244612,30.10046999170754,29.481659892633616,11.578290491155315,21.791984481182233
-31.98817942491321,29.853642358860263,-30.59191153045324,21.574309235322005,-26.50925164058743,31.077597228423976,23.002751310756537,32.69100434293814,-32.392357399323885,21.700983321148176
-32.34594657991501,30.214592166381408,-30.811600249365256,21.88049410572603,-26.88593060402019,31.398465943575502,22.634634209926674,32.318748528988195,-32.516531068944175,21.80148162868282
32.30327119835809,24.709020115138742,32.20343659368883,-15.242849147292134,-22.50785749410312,32.030797422680614,31.642162874827065,12.48852523321979,31.293106871575116,21.84240551496114
24.275862524201983,29.083625856684435,24.157155287884123,29.732315874303445,31.163468509417918,-32.661769561109146,5.715266080141113,27.065600243100427,-30.625116325978286,21.497528082306392
23.926920236924275,28.682864145143412,24.23873934810581,29.87875446315229,31.572743375186292,-32.2613403221777,5.69854672982413,27.312294237302922,-30.408282585750385,21.7572237212538
32.36776357360412,24.24706851782412,31.18412967699165,-16.837603416391076,-22.43633390054015,32.66992908393971,32.335050332821986,11.14440540490773,30.24248079163315,21.73058698606374
24.69978885991145,30.185226494841118,25.137246736473116,30.405014904218433,31.466612007315856,-32.52212769493606,6.489026416177353,28.564257204261366,-31.66167904665464,22.03593486980125
-16.713758334806037,-19.38491548667269,-30.181993920447145,-20.81412366112379,-16.112502533196857,30.484332558459172,-28.544836112105834,2.071580083675684,29.620783452708764,21.652628736837887
30.42111255125883,24.180330392642606,30.631351298150822,-16.274337807419727,-24.223442246724083,31.1593438406025,32.27382991185739,13.98529734180056,31.04410961788098,21.47844970274252
25.791403703372225,28.624840882464014,25.161250961644555,29.562782927542457,31.76599011464556,-32.663746680458,6.338379538568461,25.663358491918757,-30.4408978920585,21.934800017347435
-27.32304782159151,5.442175539627456,-31.81211966249009,31.55973384182259,31.060150695183772,30.08417728846642,31.890068012713996,-29.07686160883399,-6.9655022895470395,21.308175888339782
32.442231621145595,-28.360758240017415,25.88689060843503,-28.721005173058554,32.18346143808286,28.656076020913147,24.609307862944817,19.566413092004062,-28.657948935024613,21.956598431860407
29.381391919915217,22.757720099487415,30.510072438392342,-15.613084913697037,-22.906387312957122,32.55646317012651,32.314768313730674,13.235972265129192,32.038229095374845,21.810111316631197
23.76331152850173,29.685303910526954,23.181516824934874,30.508398247389323,30.224090206396284,-32.331298843063564,5.303817668476711,26.169852038948648,-29.785518337424605,21.714526996518963
-28.60037089023568,30.130462152756245,23.23733911987454,-28.3043439216076,27.858535600688676,-30.619483366573586,-27.390727604796062,26.826915886335208,25.341645083638106,21.777176217560186
31.00255427860877,27.13441539629821,30.09905858778687,-17.118430153980285,-21.718917440499467,31.85981160416759,30.968490348564693,14.24916327247638,31.320205882930253,21.029614054590343
30.096255693838998,27.68349914494729,28.598153631332195,-16.267706407595085,-22.580119583564567,31.62312040691724,31.191989416438332,13.059154342586481,31.04712808108511,21.60453091431111
30.050588315350126,-25.44352361164107,-26.981492117836943,31.55890906854283,-26.09094985787425,13.786516092995406,27.236187838136125,-12.069762109926387,29.586347979197342,21.446760007754637
23.881476111099005,28.803897036744274,22.552881814643246,28.492279495905336,29.597563897585818,-32.70556573049798,5.852945726449093,27.172113251775727,-30.672191811382277,21.76181208958191
30.431074557820466,25.980702643117922,31.437772084033668,-18.193969610346187,-21.42613284694653,31.178302200534176,29.97801372401196,13.91029867012304,30.07522351320486,21.401920141577264
-32.453212613714356,-6.9453799674446195,11.563757195008328,26.581349496341367,-22.924608655575554,29.7230167320486,-29.57013011987837,-32.299702733836796,-32.09024552691675,21.766842849226954
-29.052020789107928,30.15393531751215,22.941036294168498,-28.27564035058117,28.347605605757053,-31.008495227821413,-27.771865883264923,27.090739246906878,25.654258839392014,21.228180250283962
32.52023945662086,26.317315500280984,30.503405786651683,-18.03824298811574,-22.077264725427312,32.03885116803549,32.36579415969106,15.749342019191658,30.490189824166414,21.76353088722167
30.13328907110504,19.190403621816564,26.035146261261367,31.422782656611574,-22.132623973289316,-26.82528569209228,-28.824229574987896,28.640460422693728,22.94836123492538,21.22062112310449
