,Weak,Good,Poor_Good,Weak_Good,Poor_Weak
0,32.419021907869016,1.0496749338303315,198.9033707373558,32.419021907869016,198.9033707373558
1,32.419021907869016,1.0496749338303315,1.0496749338303315,1.0496749338303315,32.419021907869016
2,32.419021907869016,1.0496749338303315,1.0496749338303315,1.0496749338303315,32.419021907869016
3,32.419021907869016,1.0496749338303315,1.0496749338303315,1.0496749338303315,32.419021907869016
4,25.7056572720115,1.0496749338303315,1.0496749338303315,1.0496749338303315,32.419021907869016
5,7.714347689969381,1.0496749338303315,1.0496749338303315,1.0496749338303315,7.714347689969381
6,7.714347689969381,1.0496749338303315,1.0496749338303315,1.0496749338303315,7.714347689969381
7,7.714347689969381,1.0496749338303315,1.0496749338303315,1.0496749338303315,7.714347689969381
8,7.714347689969381,1.0496749338303315,1.0496749338303315,1.0496749338303315,7.714347689969381
9,7.714347689969381,1.0496749338303315,1.0496749338303315,1.0496749338303315,7.714347689969381
10,7.714347689969381,1.0496749338303315,1.0496749338303315,1.0496749338303315,7.714347689969381
11,7.714347689969381,1.0496749338303315,1.0496749338303315,1.0496749338303315,7.714347689969381
12,4.31997238179992,1.0496749338303315,1.0496749338303315,1.0496749338303315,5.112529037148717
13,4.31997238179992,1.0496749338303315,1.0496749338303315,1.0496749338303315,5.112529037148717
14,4.31997238179992,1.0496749338303315,1.0496749338303315,1.0496749338303315,5.112529037148717
15,4.31997238179992,1.0496749338303315,1.0496749338303315,1.0496749338303315,5.112529037148717
16,4.31997238179992,1.0496749338303315,1.0496749338303315,1.0496749338303315,5.112529037148717
17,2.955689592854828,1.0496749338303315,1.0496749338303315,1.0496749338303315,3.883882681240408
18,2.955689592854828,1.0496749338303315,1.0496749338303315,1.0496749338303315,2.7728978261151958
19,2.955689592854828,0.8871905053672339,0.8871905053672339,1.0496749338303315,2.7728978261151958
20,2.955689592854828,0.8871905053672339,0.8871905053672339,0.8813967706151122,2.7728978261151958
