,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,1.5,0.25,0.0,0.25,5.0,0.0,0.25,0.25,1.25,0.4965022666374089,What they knew
1,0.0,0.75,0.25,0.0,0.25,2.0,0.0,0.5,0.25,1.75,0.0305946062067068,Global
2,0.5,0.0,1.25,0.0,0.0,1.2,1.0,0.25,0.0,0.5,0.0026076022958968015,Global
3,0.25,0.0,0.0,0.0,0.25,2.2,0.0,0.75,0.75,1.75,0.044341339574044306,Global
4,0.75,0.0,0.75,0.25,0.0,3.8000000000000003,0.25,0.25,0.5,0.75,0.017737384844506314,Global
5,0.0,1.25,0.0,0.0,0.0,5.0,0.25,0.0,0.0,1.0,7.687912111080624,What they knew
6,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.75,6.602443769903696,What they knew
7,0.75,1.0,0.5,0.5,0.0,5.0,0.75,0.0,0.25,0.5,0.09581399192919383,What they knew
8,0.25,0.25,0.0,0.0,0.0,5.0,0.0,0.0,0.75,0.25,0.4614771257811569,Global
9,0.25,0.0,0.25,1.5,0.0,1.0,0.0,0.0,0.0,1.25,0.1566666890338586,Global
10,0.75,1.5,0.0,1.25,0.0,3.6,0.25,0.0,0.0,0.0,0.0975507414344622,Global
11,0.0,0.0,0.25,0.0,0.0,4.800000000000001,0.5,0.0,0.5,0.5,0.3009017316941237,Global
12,0.0,1.25,0.0,0.0,0.0,1.4,0.25,1.0,0.0,1.0,0.014216249712112375,Global
13,0.25,1.75,0.0,0.0,0.0,5.0,1.5,0.0,0.0,0.0,0.6338243861459816,What they knew
14,0.0,1.0,0.0,0.0,0.0,5.0,0.75,0.0,0.75,0.0,1.1341957497820512,What they knew
15,0.75,0.25,0.0,0.75,0.75,5.0,0.0,0.5,0.0,1.0,0.023113340651589882,Global
16,0.5,0.5,0.75,0.75,0.0,5.0,0.0,0.5,0.0,1.0,0.006036388605384066,Global
17,0.0,0.0,0.0,0.0,0.0,4.2,0.0,3.0,0.0,1.0,9.540486153140654e-08,Global
18,0.75,0.0,0.25,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.03542416377110112,Global
19,0.0,1.0,0.25,0.0,0.25,2.4000000000000004,0.25,0.0,0.0,0.25,1.1848798938076843,Global
20,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.25,0.75,1.0,0.33743842220682546,What they knew
21,0.0,1.0,0.0,0.0,0.25,5.0,0.0,0.0,0.75,1.0,1.4782664828775467,What they knew
22,0.0,1.25,0.5,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.75,0.269350574632412,Global
23,0.0,0.0,0.0,2.0,0.0,2.0,0.25,0.0,0.0,0.0,1.2189096857756025,Global
24,0.0,0.0,0.0,1.25,1.25,1.8,0.0,0.0,0.0,1.0,2.007514824559459,Global
25,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.25,1.9010284860472115,Global
26,0.0,0.0,0.0,1.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0151250392985118,Global
27,0.0,1.25,0.0,0.0,1.0,5.0,0.25,0.0,0.0,0.0,10.904419825420844,What they knew
28,0.0,1.25,0.0,0.0,1.25,5.0,0.25,0.0,0.0,0.25,10.459270660448162,What they knew
29,0.0,1.25,0.0,0.0,0.75,5.0,0.0,0.25,0.0,0.0,2.474743925839553,What they knew
30,0.0,1.25,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,11.180394166247092,Global
31,0.0,1.25,0.0,0.0,0.75,4.800000000000001,0.0,0.0,0.0,0.0,11.740011937566829,Global
32,0.0,1.25,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,4.306727956662548,Global
33,0.0,1.5,0.0,0.0,0.75,4.2,0.0,0.0,0.0,0.0,12.680348871238284,Global
34,0.0,1.5,0.0,0.0,0.75,4.2,0.25,0.0,0.0,0.5,14.871876542721761,Global
35,0.0,1.5,0.0,0.0,0.75,4.4,0.0,0.0,0.0,0.5,16.21969094472889,Global
36,0.0,1.5,0.0,0.25,0.75,4.6,0.0,0.0,0.0,0.5,18.704375602674418,Global
37,0.0,1.5,0.0,0.25,0.75,4.800000000000001,0.0,0.0,0.0,0.5,18.65841141239367,Global
38,0.25,2.0,0.0,1.0,0.0,3.0,0.75,0.0,0.0,0.0,2.1475511458510845,Global
39,0.0,0.25,0.0,0.5,1.0,4.6,0.25,0.0,0.25,0.5,4.606691276376512,Global
40,0.0,2.0,0.0,0.75,0.0,4.4,0.5,0.0,0.25,0.25,4.668015981126121,Global
41,0.25,0.75,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.25,3.4867148277263875,Global
42,0.0,1.25,0.0,1.0,0.75,5.0,0.75,0.0,0.0,0.0,12.49392963587227,What they knew
43,0.0,1.25,0.0,1.25,0.75,5.0,0.0,0.0,0.0,0.25,20.90841443526334,What they knew
44,0.0,1.25,0.0,1.25,0.75,5.0,0.0,0.0,0.0,1.25,18.51148927522999,What they knew
45,0.0,1.25,0.0,1.25,0.75,5.0,0.0,0.0,0.0,0.0,19.20927981668027,What they knew
46,0.0,1.25,0.0,1.0,0.75,4.800000000000001,0.0,0.0,0.0,0.5,22.657534904583834,Global
47,0.0,1.25,0.0,1.0,0.75,4.6,0.0,0.0,0.0,0.5,23.47999150363232,Global
48,0.0,1.25,0.0,1.0,0.75,4.2,0.0,0.0,0.0,0.5,24.258304456722982,Global
49,0.0,1.25,0.0,1.0,0.75,4.0,0.0,0.0,0.0,0.5,24.13071381362417,Global
50,0.0,0.25,0.0,0.25,0.5,2.0,0.25,0.0,0.25,2.5,2.2995299297395726,Global
51,0.0,1.25,0.0,0.75,1.0,3.4000000000000004,0.25,0.25,0.25,0.0,2.3227991812647897,Global
52,0.25,0.25,0.0,0.5,0.5,2.4000000000000004,0.0,0.0,0.0,1.5,3.135741097016407,Global
53,0.0,2.25,0.0,0.75,0.0,3.0,0.25,0.0,0.0,0.75,7.798905683599966,Global
54,0.0,1.25,0.25,1.0,0.25,5.0,0.25,0.0,0.25,0.0,1.4831094057456673,What they knew
55,0.0,1.0,0.0,0.0,0.25,5.0,0.5,0.0,0.25,1.5,5.956027645655584,What they knew
56,0.0,1.75,0.0,0.0,0.75,4.800000000000001,0.0,0.0,0.5,0.0,3.9046211035395437,Global
57,0.0,0.5,0.0,0.0,0.0,2.8,1.75,0.0,0.0,0.25,0.7026137481603116,Global
58,0.0,1.75,0.0,0.75,0.75,3.0,0.75,0.0,0.0,0.0,9.667627562173552,Global
59,0.0,0.5,0.0,1.0,0.75,2.4000000000000004,0.0,0.0,0.25,0.25,6.923456377156716,Global
60,0.0,2.0,0.0,0.25,1.25,3.4000000000000004,0.5,0.0,0.0,0.0,9.070243497425325,Global
61,0.25,1.25,0.0,0.5,0.25,5.0,0.25,0.0,0.0,1.25,5.885153845720789,What they knew
62,0.0,1.25,0.0,0.75,0.75,5.0,0.0,0.0,0.25,0.0,11.903964592931674,What they knew
63,0.0,0.75,0.0,1.0,0.0,1.8,0.25,0.0,0.0,1.5,2.312133947578028,Global
64,0.0,1.25,0.0,0.5,0.75,3.2,0.75,0.0,0.0,0.25,11.61752766146703,Global
65,0.0,1.25,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.75,1.3274681943952875,Global
66,0.0,2.5,0.0,0.0,0.0,1.8,0.25,0.0,0.25,0.75,2.9082976600315233,Global
67,0.25,0.0,0.0,0.75,0.25,2.4000000000000004,0.0,0.0,0.0,0.25,1.5623436304304283,Global
68,0.25,1.25,0.0,1.75,0.0,5.0,0.5,0.0,0.0,0.0,2.8729101981536638,What they knew
69,0.0,1.75,0.0,0.5,0.5,5.0,0.25,0.0,0.25,0.75,10.87438703125998,What they knew
