,u10_l1,u10_l10,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u1_l10
0,8.612288329296641,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182
1,7.756721949445343,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976
2,6.91411115867259,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727
3,5.792386654148696,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355
4,4.742419946992834,4.689334217127375,4.689334217127375,4.689334217127375,4.689334217127375,4.689334217127375,4.689334217127375,4.689334217127375,4.689334217127375,4.689334217127375,4.689334217127375
5,4.032347151437724,3.965059965661163,3.965059965661163,3.965059965661163,3.965059965661163,3.965059965661163,3.965059965661163,3.965059965661163,3.965059965661163,3.965059965661163,3.965059965661163
6,3.5948535849272507,3.3936204979425946,3.3936204979425946,3.3936204979425946,3.3936204979425946,3.3936204979425946,3.3936204979425946,3.3936204979425946,3.3936204979425946,3.3936204979425946,3.3936204979425946
7,3.1730379851784694,2.846946535518989,2.881547381123648,2.846946535518989,2.846946535518989,2.846946535518989,2.846946535518989,2.846946535518989,2.846946535518989,2.846946535518989,2.846946535518989
8,2.6658306990119387,2.586471280439653,2.481881318948767,2.462409152842376,2.586471280439653,2.586471280439653,2.586471280439653,2.586471280439653,2.586471280439653,2.586471280439653,2.586471280439653
9,2.1120567595734707,2.2171065438562043,1.8802250570378447,1.979283238478752,2.0639617754677606,2.2171065438562043,2.2171065438562043,2.2171065438562043,2.2171065438562043,2.2171065438562043,2.2171065438562043
10,1.6380367120549284,2.071546123943257,1.4096076663086603,1.581714466189528,1.7413188314636212,1.916941987013181,2.071546123943257,2.071546123943257,2.071546123943257,2.071546123943257,2.071546123943257
11,1.2377861688715126,1.9282244133448008,1.049120196852651,1.2814974752565538,1.384078372025279,1.637720283778252,1.765663270481965,1.9282244133448008,1.9282244133448008,1.9282244133448008,1.9282244133448008
12,0.920736479164302,1.8837910284332875,0.7913171621029568,1.0796435012801324,1.213362476478584,1.4869629762211256,1.62015189011104,1.7037831930331655,1.8837910284332875,1.8837910284332875,1.8837910284332875
13,0.6304514978557242,1.8522090915202565,0.5658878010999727,0.881574525854,1.0591938859598184,1.3782412617460784,1.4668072840093525,1.555724460911638,1.678501651976366,1.8522090915202565,1.8522090915202565
14,0.4175389834376853,1.8522090915202565,0.2994114080929329,0.6395134661943193,0.8914475864822353,1.2826788946733765,1.3727295312205705,1.4498672180546708,1.5587482620378872,1.6697292469919984,1.8522090915202565
15,0.2679786037542294,1.6598431497112882,0.1455191697163235,0.3479911664093151,0.6909729841321395,1.1510042097232889,1.273497137673136,1.3890433078511533,1.4699766277836412,1.548839055359174,1.6598431497112882
16,0.1649898339677592,1.5428617380557612,0.0629004819997341,0.1979833949813316,0.3599161636374375,0.8537346241632257,1.1418213427180266,1.321093517277702,1.417336860408712,1.4677741203999075,1.5428617380557612
17,0.0913928930689465,1.4642473874853068,0.023723665563073,0.070238658719527,0.1980044957561068,0.4273917458296947,0.8398508237533617,1.2063779894876223,1.3572260973891117,1.4142269554037543,1.4708785864056515
18,0.0501617585267257,1.4124237024340047,0.0102555035974347,0.0266293065670541,0.0663330545563329,0.2492141994664574,0.407810758848778,0.9058401153370172,1.243475943942193,1.356720994896139,1.4213326703843077
19,0.0226189494392764,1.3574463306650053,0.0044775431241288,0.0139301419487795,0.0258495122635947,0.0785055387047109,0.2327051103968476,0.4723510570922336,0.9380194943190449,1.241825938298556,1.3697350765736225
20,0.0102706802611689,1.2408984376855197,0.0016351870844054,0.0064470662506717,0.0130479867723467,0.0330039061712629,0.0711580926332032,0.2807529155069269,0.5015220702426331,0.9294279912445385,1.2572841656635638
21,0.0036905914420336,0.923370745815046,0.0014620579142469,0.0028448190415591,0.0071620823711143,0.0141651480117383,0.0303591981920137,0.0894209069026976,0.3141474248341123,0.4891730347846781,0.93975647379309
22,0.0016962729470669,0.4784898002963293,0.0013128273368192,0.0024531923287665,0.0027595519225607,0.0054602340151769,0.013189773575826,0.0371214743610811,0.1252385850027604,0.3078028174738301,0.4982056139037737
23,0.0008137630433171,0.3024043181675431,0.0010947762968869,0.0016573695598213,0.0020204858756144,0.0034076909881343,0.0054753094958281,0.0162025292599349,0.0754491729173638,0.1185260030695906,0.3304492443277146
24,0.000528664654875,0.1156548442539795,0.0008036160286519,0.0013037577358251,0.0015870351220345,0.0018753647801282,0.0033429642295919,0.0063964442351404,0.0566499284809795,0.0727776919053988,0.1498690169348897
25,0.0003451488616874,0.0728693742797627,0.0004575087649344,0.0008510402363357,0.0011683903092259,0.001429687351277,0.0019645297297825,0.0040403923184087,0.0132381569250332,0.0546716893530884,0.1103586848418948
26,0.0002720901256466,0.0530770774365145,0.0001735342213404,0.0003850784207066,0.000479184366788,0.0009557781941898,0.0014324336044418,0.0025484002272094,0.0042312832077857,0.0118148439419838,0.096289074960823
27,0.0002274775749464,0.0107080324329397,0.000139639904119,0.0002615934046799,0.0004059603689431,0.0005565224933608,0.0009246728147062,0.0014167318768618,0.0037235268147391,0.0038722450306326,0.0496927870622855
28,8.748167843105564e-05,0.0033553603459777,9.1407522283005e-05,0.0001528401995666,0.0002767362448325,0.0003838645063565,0.000360212160967,0.0009827911409219,0.0020582875797667,0.003505388509511,0.0428534099186367
29,8.451535714229793e-05,0.0031345307011541,8.022314490666724e-05,0.0001235071940422,0.0002084734407828,0.0003362682312847,0.0002210667330523,0.0006388421929942,0.0010433248345224,0.0022200360314712,0.0413320841242129
30,7.980938440725731e-05,0.0021463856563858,7.848508038650693e-05,0.0001174850639224,0.0001538926508297,0.0002455542811411,0.0001854697862705,0.0004937636598992,0.0006373586824322,0.0008567480397309,0.0413320841242129
31,7.443955689061646e-05,0.0010496014047652,6.992719949822241e-05,0.0001103531378407,0.0001177583486276,0.0001701109772363,0.0001584535658618,0.0004788256640415,0.0005814364481505,0.0006905186197384,0.0413320841242129
32,7.124658524623592e-05,0.0007478083743356,6.992719949822241e-05,0.0001071985110244,0.0001086124537262,0.0001516553737878,0.0001124327270017,0.0001776424614126,0.000471419410394,0.0005966616333129,0.0407101114256439
33,5.997016959181432e-05,0.0007135175247323,5.938830585499841e-05,9.91245270767778e-05,0.0001061897647012,0.0001249248214364,9.684730960195486e-05,0.0001508298204005,0.0002786934396014,0.000418901729586,0.0323209698582219
34,5.890348866778284e-05,0.0004192823019505,5.938830585499841e-05,8.778999469743294e-05,9.913488918007384e-05,0.0001237532357631,8.041296864781249e-05,0.0001105811766266,0.0002259284372666,0.0002690871525918,0.0266594107045996
35,5.890348866778284e-05,0.0001686768199613,5.2804524736807125e-05,8.184857434401704e-05,8.320641422368217e-05,0.0001162466941937,7.980254568976608e-05,0.0001024954753495,0.0001466818691549,0.0001309290451019,0.0244934274489104
36,5.8789946117441725e-05,0.0001611235855688,5.2217011701759216e-05,6.98863604298238e-05,7.640904485212609e-05,0.0001154075460212,7.747994411343529e-05,9.832726942346426e-05,0.0001340274810692,0.0001186104549789,0.0213069437057323
37,5.349792173760982e-05,0.0001318404663413,4.1440051547005145e-05,6.922360896691879e-05,7.63682102882701e-05,0.0001108788530816,6.444170135448294e-05,9.785097385770228e-05,0.0001260189463605,9.210405500601715e-05,0.0177998296015356
38,5.0569402498191647e-05,0.0001281114655163,4.1440051547005145e-05,6.922360896691879e-05,7.63682102882701e-05,9.783013434527514e-05,5.2606244142151744e-05,9.360847185522255e-05,0.0001231758499634,8.034502718514491e-05,0.016836812703285
39,5.048502283771125e-05,0.0001189578425668,4.1440051547005145e-05,6.557202581599855e-05,7.590462940147751e-05,9.333153119536292e-05,5.2606244142151744e-05,7.767509243020947e-05,0.000122838768282,6.541265305164412e-05,0.0165901649522671
40,4.874920312194528e-05,0.0001189578425668,4.1440051547005145e-05,6.529380272742456e-05,6.947247918469469e-05,9.15083909067459e-05,5.2555712817014494e-05,7.499583668566548e-05,0.0001211562232684,6.194422580904844e-05,0.0165336508872306
41,4.874920312194528e-05,0.0001172419549784,4.098127773339324e-05,6.346759476612927e-05,5.891552618036421e-05,8.47013883023388e-05,5.004250374226927e-05,7.2390709290013e-05,0.0001022425821526,5.9502794088885136e-05,0.0164405755762751
42,4.783648135433174e-05,0.0001146720044904,4.098127773339324e-05,5.911180059804674e-05,5.760991331828021e-05,8.47013883023388e-05,4.479027989100822e-05,6.984814909569079e-05,0.0001008633314332,5.51670042959038e-05,0.016348101800349
43,4.783648135433174e-05,0.0001096493472899,4.098127773339324e-05,5.8863456334202985e-05,5.536246091723497e-05,7.361708576841622e-05,4.479027989100822e-05,6.746928683404481e-05,0.0001008633314332,4.966636863231877e-05,0.0145589005876166
