,u10_l1,u10_l10,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u1_l10,u5_l2
0,34.096737098472246,34.002375298812176,34.002375298812176,34.002375298812176,34.002375298812176,34.002375298812176,34.002375298812176,34.002375298812176,34.002375298812176,34.002375298812176,34.002375298812176,34.002375298812176
1,8.612288329296641,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182,8.569850735375182
2,7.756721949445343,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976,7.756734374462976
3,6.91411115867259,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727,6.904459253040727
4,5.792386654148696,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355,5.760300258426355
5,4.9376555815066805,4.888474564331498,4.888474564331498,4.888474564331498,4.888474564331498,4.888474564331498,4.888474564331498,4.888474564331498,4.888474564331498,4.888474564331498,4.888474564331498,4.888474564331498
6,4.669984658324629,4.701450159255432,4.701450159255432,4.701450159255432,4.701450159255432,4.701450159255432,4.701450159255432,4.701450159255432,4.701450159255432,4.701450159255432,4.701450159255432,4.8561946495191215
7,4.2149432809035,3.182670236225856,3.596051006717909,3.182670236225856,3.182670236225856,3.182670236225856,3.182670236225856,3.182670236225856,3.182670236225856,3.182670236225856,3.182670236225856,2.2840398804316764
8,3.558437762942632,2.747653333961142,3.0518528556565268,2.8708682625325626,2.747653333961142,2.747653333961142,2.747653333961142,2.747653333961142,2.747653333961142,2.747653333961142,2.747653333961142,1.760550577697139
9,2.843208964481293,2.4784873773271654,2.2327056447506792,2.430214611426307,2.30755575078364,2.4784873773271654,2.4784873773271654,2.4784873773271654,2.4784873773271654,2.4784873773271654,2.4784873773271654,1.2147363412807808
10,2.13377933607592,2.185347968092433,1.479404312927391,1.9239802165588853,1.8387180320590764,2.0360735038168603,2.185347968092433,2.185347968092433,2.185347968092433,2.185347968092433,2.185347968092433,0.8525215835833676
11,1.5389184835420566,2.062866829802158,1.0666061285711017,1.456984361101331,1.5773865735327637,1.7529708170241365,1.9519265784661668,2.062866829802158,2.062866829802158,2.062866829802158,2.062866829802158,0.7233525116502642
12,1.0830250218574822,1.982665636208406,0.7362773104338863,1.1840822747500588,1.3237731728168538,1.5762021942367468,1.7634046083776966,1.874549234143032,1.982665636208406,1.982665636208406,1.982665636208406,0.6681754940279155
13,0.6941463166667127,1.956032124903868,0.4485337269984983,0.9248317594325368,1.232928261268766,1.4280678737916963,1.654781791277406,1.721779809307189,1.8680911391888009,1.956032124903868,1.956032124903868,0.6232647830259892
14,0.4247720847315437,1.924767028864812,0.3002850594778659,0.5279093672653911,1.0637199082976272,1.360361807850681,1.517291746951075,1.625347945094895,1.7201794056564077,1.832374899446716,1.924767028864812,0.5385785431721046
15,0.256243900338668,1.8292449388300236,0.1258552264474807,0.3397349557513309,0.7524748663724651,1.212099434882858,1.459740170734844,1.4986802713456768,1.670369306976339,1.7144047601044818,1.8292449388300236,0.2783835435204428
16,0.1516561380921583,1.7054366386407878,0.0524355769075065,0.1281170132969202,0.5104393677208755,0.8775496530237156,1.3291211819733768,1.452370629695677,1.550670073689869,1.6674134153683895,1.7054366386407878,0.2123362943046639
17,0.0890884603045909,1.6639753041665726,0.0214847776915321,0.0514392926805781,0.1892028068111543,0.6282928372901294,0.9681577494970997,1.322651897558188,1.5219757404698742,1.5516071224455918,1.6694913060556948,0.0806279114063494
18,0.0454622898664125,1.544268841339607,0.0094919323717431,0.0215374081610519,0.1049480147511759,0.2385993078074766,0.6297541491219633,0.9642573518718052,1.396011940613517,1.523598320901751,1.5516631140245534,0.0402678359286426
19,0.0219912540514224,1.5211921477238797,0.0030127343198376,0.0085004049502897,0.0368389922147684,0.1157737570389102,0.2309564653980387,0.6260043894522764,1.0354423473977292,1.3916872933081026,1.531879720102033,0.0284321179171349
20,0.0077534806197304,1.387655473510704,0.0018690583961085,0.0044199850695742,0.0160485822518509,0.0408635523218623,0.1141541512480956,0.2233101159990413,0.6994181168641624,1.0272852242606154,1.3991724827964642,0.021245086241046
21,0.0034307516145501,1.023069116741681,0.0008409290929516,0.0011162923971213,0.0065794754765853,0.017600677521827,0.0349053863273422,0.1112884005311863,0.2996951742023399,0.6940057111372506,1.0362001844051478,0.0099335557835153
22,0.0010185355529974,0.6889419061771292,0.0004450506282311,0.0007686733079127,0.0024411513792959,0.0075645070556482,0.0149542737252898,0.0335545800892825,0.1918470138069705,0.2895828097987462,0.702267364405264,0.0050858608840006
23,0.0009111949674083,0.2830151697830123,0.0003608552640875,0.0005692839450283,0.0006834745458879,0.0023277504107233,0.0049455221422727,0.0145725008335874,0.0855983960537675,0.1879740232547436,0.3003220531090423,0.0017802441435433
24,0.0004925934937103,0.1868838252213826,0.0001258194928476,0.0003020998988234,0.0005694379296801,0.0008119236696404,0.0021494306412007,0.0048022475798044,0.0609464640988203,0.0813921907828806,0.2103320069062682,0.0007260841973813
25,0.0003943608135421,0.0805203933335219,9.797731750108558e-05,0.0001681998302605,0.0002717867150306,0.0004654610824854,0.0005988724288805,0.002489904100094,0.00801818419146,0.0596337629666467,0.112103745228609,0.0004506478849093
26,0.0003240913844892,0.0589548446676122,8.19303317695034e-05,7.39659000714181e-05,0.0001770223526102,0.0002594810968085,0.0003622098699524,0.0008388459824117,0.0049023236591543,0.0069073381904023,0.0942744056753409,0.0003837154203426
27,0.000320472937635,0.0063495878523341,6.938669725944674e-05,6.809022491639719e-05,9.726404272332188e-05,0.000203930451245,0.0002541762633746,0.0004815209127413,0.0013880498000081,0.0046162642379926,0.0363656631094508,0.0003360706821108
28,0.000180044324782,0.0047465174009058,5.378066229435541e-05,5.8793866479435786e-05,8.988982263973263e-05,0.0001232487807414,0.0001667854503442,0.0002551994178913,0.0008807556384399,0.0016403835388615,0.0356909498299294,0.0003211321120757
29,6.181047945565502e-05,0.0017397686804711,4.273842401078912e-05,4.288647681061708e-05,7.354508373351558e-05,7.784889418201559e-05,7.3676360920337e-05,0.0001118048914405,0.0005719022342182,0.0011896272512872,0.0339975106792702,0.0003191518121137
30,5.256533699767139e-05,0.001038626816611,3.965262846205742e-05,4.043381427179255e-05,4.737481759174758e-05,5.093214447343733e-05,5.4627929262963633e-05,8.512712844338462e-05,0.0002049701412668,0.0004164302358303,0.0334424943881639,0.0002945574625591
