,u10_l1,u10_l10,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u1_l10
0,175.69357721149362,175.9794478138092,175.9794478138092,175.9794478138092,175.9794478138092,175.9794478138092,175.9794478138092,175.9794478138092,175.9794478138092,175.9794478138092,175.9794478138092
1,48.93845444804082,49.84800796921006,49.84800796921006,49.84800796921006,49.84800796921006,49.84800796921006,49.84800796921006,49.84800796921006,49.84800796921006,49.84800796921006,49.84800796921006
2,25.917200586818307,26.366329030763094,26.366329030763094,26.366329030763094,26.366329030763094,26.366329030763094,26.366329030763094,26.366329030763094,26.366329030763094,26.366329030763094,26.366329030763094
3,20.762100290031253,21.108126728040297,21.108126728040297,21.108126728040297,21.108126728040297,21.108126728040297,21.108126728040297,21.108126728040297,21.108126728040297,21.108126728040297,21.108126728040297
4,11.986648562485293,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342
5,11.986648562485293,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342
6,11.316562403080464,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342
7,9.101400123001596,12.15716596594342,11.544894816988029,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342
8,7.431026888742582,12.15716596594342,10.008508142441595,11.512160349376634,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342
9,6.289863876524744,12.15716596594342,8.367548021832636,10.313514579372214,11.5334244659824,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342
10,5.315133562842402,12.15716596594342,7.069223700097825,8.773858560654308,10.46239736369568,11.514061533027824,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342
11,4.472846782446648,12.15716596594342,5.851700240801085,7.437130849272114,8.938883622785887,10.613915537713176,11.4584719828403,12.15716596594342,12.15716596594342,12.15716596594342,12.15716596594342
12,3.778593907214808,12.15716596594342,5.012233767404393,6.20674099165774,7.636788030374641,9.17896317859156,10.618475110117751,11.44416398591185,12.15716596594342,12.15716596594342,12.15716596594342
13,3.3311935693645967,12.15716596594342,4.420575736954893,5.273306092654427,6.470244337120955,7.838191421392463,9.309317853703616,10.61580055274014,11.430167767360032,12.15716596594342,12.15716596594342
14,2.990185356965281,12.15716596594342,3.9210880185355688,4.633250187849827,5.506220519559236,6.6797704407003815,8.00925610353736,9.427038928744992,10.610583395192318,11.415837258377344,12.15716596594342
15,2.6837420266148464,11.406098380023836,3.479890947912259,4.182352931731483,4.82638706653186,5.658929802723911,6.722741707861943,8.148726603357142,9.506505678553376,10.639544585075292,11.406098380023836
