,u10_l1,u10_l10,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u1_l10
0,3.0649220806725306,3.080865724859879,3.080865724859879,3.080865724859879,3.080865724859879,3.080865724859879,3.080865724859879,3.080865724859879,3.080865724859879,3.080865724859879,3.080865724859879
1,3.306452602309385,3.3400215084614,3.3400215084614,3.3400215084614,3.3400215084614,3.3400215084614,3.3400215084614,3.3400215084614,3.3400215084614,3.3400215084614,3.3400215084614
2,3.0857343959117265,3.116284685901751,3.116284685901751,3.116284685901751,3.116284685901751,3.116284685901751,3.116284685901751,3.116284685901751,3.116284685901751,3.116284685901751,3.116284685901751
3,3.383797148866316,3.4103050268092487,3.4103050268092487,3.4103050268092487,3.4103050268092487,3.4103050268092487,3.4103050268092487,3.4103050268092487,3.4103050268092487,3.4103050268092487,3.4103050268092487
4,2.883997216392263,2.887997172265905,2.887997172265905,2.887997172265905,2.887997172265905,2.887997172265905,2.887997172265905,2.887997172265905,2.887997172265905,2.887997172265905,2.887997172265905
5,2.4563352778417435,2.433330874796612,2.433330874796612,2.433330874796612,2.433330874796612,2.433330874796612,2.433330874796612,2.433330874796612,2.433330874796612,2.433330874796612,2.433330874796612
6,2.233987313808347,2.010958434035782,2.010958434035782,2.010958434035782,2.010958434035782,2.010958434035782,2.010958434035782,2.010958434035782,2.010958434035782,2.010958434035782,2.010958434035782
7,2.108387553254296,1.43255778076817,1.734067362501407,1.43255778076817,1.43255778076817,1.43255778076817,1.43255778076817,1.43255778076817,1.43255778076817,1.43255778076817,1.43255778076817
8,1.9107476472639395,1.1892485308136718,1.5534019521609388,1.2395981577833175,1.1892485308136718,1.1892485308136718,1.1892485308136718,1.1892485308136718,1.1892485308136718,1.1892485308136718,1.1892485308136718
9,1.7572910593463669,0.8922598223628091,1.2939135767777117,1.0564076273432557,0.933283459789742,0.8922598223628091,0.8922598223628091,0.8922598223628091,0.8922598223628091,0.8922598223628091,0.8922598223628091
