,g10_l1,g10_l10,g10_l2,g10_l3,g10_l4,g10_l5,g10_l6,g10_l7,g10_l8,g10_l9
0,727829.8835850434,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092,733686.1650297092
1,17415.207265876834,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378
2,17415.207265876834,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378
3,17415.207265876834,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378
4,17415.207265876834,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378,17587.189538412378
5,13469.23022591431,13507.886021915583,13507.886021915583,13507.886021915583,13507.886021915583,13507.886021915583,13507.886021915583,13507.886021915583,13507.886021915583,13507.886021915583
6,13627.867327467016,14668.997330320748,14668.997330320748,14668.997330320748,14668.997330320748,14668.997330320748,14668.997330320748,14668.997330320748,14668.997330320748,14668.997330320748
7,13043.142983795822,8617.848600546457,9396.43272278232,8617.848600546457,8617.848600546457,8617.848600546457,8617.848600546457,8617.848600546457,8617.848600546457,8617.848600546457
8,12501.215361174987,8812.241231128119,10032.656629497284,7998.009883925956,8812.241231128119,8812.241231128119,8812.241231128119,8812.241231128119,8812.241231128119,8812.241231128119
9,12246.982706330256,8070.965806421249,9448.758460993138,8428.770248537901,7413.453369205277,8070.965806421249,8070.965806421249,8070.965806421249,8070.965806421249,8070.965806421249
10,12718.148910177226,7580.614013640041,7966.258776802952,8959.22121224309,7660.060256188967,7068.4800631154585,7580.614013640041,7580.614013640041,7580.614013640041,7580.614013640041
11,12303.95130852856,8018.814246092333,8078.656352455733,8626.225056109575,8090.826196550202,7549.923907117002,8018.814246092333,8018.814246092333,8018.814246092333,8018.814246092333
12,11896.940354239996,7976.382943108328,8247.390920744903,8620.529430339728,7995.401290732918,7570.765599009532,7976.382943108328,7976.382943108328,7976.382943108328,7976.382943108328
13,10833.525313818836,7946.496628138038,7702.693926400657,8987.684859906858,7953.578061871442,7630.901874291221,7946.496628138038,7946.496628138038,7946.496628138038,7946.496628138038
14,9903.99965301933,8139.008503895899,7964.101940482224,8776.420478924178,8105.246855309861,7706.654503807917,8147.898606075936,8139.008503895899,8139.008503895899,8139.008503895899
15,9330.632826549934,8255.203042064304,7310.779631735193,8904.609913353283,8142.620478163612,7815.092778774181,8221.234037729013,8281.225306838021,8255.203042064304,8255.203042064304
16,9137.252508731804,8267.315025998998,7282.168557807355,8989.186606846202,8198.504871411325,7905.630021979448,8184.958007302624,8264.988117784247,8242.571954102037,8267.315025998998
17,8766.077713980376,8027.644905883866,7589.989801569442,9318.772316265113,8123.483719904721,7925.827963776044,8210.807553209359,8091.033430454043,8046.20422969133,8050.0157880785
18,8208.994063465972,8137.32025877097,7502.187745723324,9414.23530208999,8239.362830656692,7825.504822741775,8196.709386545032,8247.702173592257,8097.126302620182,8099.915661124825
19,8119.356905014426,8239.399108088124,7418.90983085916,9915.739794224435,8347.029725408629,7916.013934727321,8104.196857149848,8267.447792681052,8154.061647507784,8151.616832537087
20,7950.3846889773395,8395.572812519711,7453.930853598336,10000.007947078177,8805.417910992293,8143.926897937896,8163.546511806066,8190.535908641737,8261.7743271062,8286.997000077621
21,7560.495302529854,8666.286801295772,7397.154644347701,10100.874867057706,9031.456703676147,8467.387632496188,8346.278929910372,8335.059884847302,8319.841184168354,8508.310749810145
22,6531.849324845511,9120.868638173148,7688.406960885332,10446.87113839714,9353.281640594185,8879.385772263986,8816.432516365327,8725.36047062067,8784.239797934477,8794.304901670697
23,6478.090026270026,9448.315756401807,7830.451601611211,10964.234437761956,9977.08925326783,9195.19543384268,9209.481789118576,9130.273697531296,9203.205193435037,9237.066703010025
24,6184.359453471122,9838.410621212932,7987.9353485934735,11361.540004779064,10347.683170731812,9538.728881773375,9617.34877456541,9520.867087902998,9631.91619121315,9628.3783895262
25,6209.043447838184,10145.786835001783,8185.360025416826,11743.103045349624,10656.56454176881,9821.582346865478,9838.026593237992,9811.260393578516,9949.151682171285,9964.79582996064
26,5979.676705476764,10454.325750579266,7928.284095921509,11790.170458543676,10923.73317123927,10093.011390228588,10076.543067545132,10080.004180451502,10273.698996040435,10271.51380368819
27,5560.463364406249,10957.645376483071,7957.529539415386,12053.842175516247,11259.607722605637,10532.318444548662,10422.940254353258,10502.099831626048,10771.643187223572,10771.236452790276
28,5383.667594401086,11557.07691296584,8090.493961807185,12206.020846632437,11674.675385610348,10961.267861678154,10951.233299236566,11034.761921189674,11382.716051287209,11386.96208159763
29,5107.174323330006,12360.919401351228,7695.662011765287,12527.873005481148,12108.102146544436,11546.149350730831,11650.644591386172,11817.145955256825,12173.078733731963,12164.75437678705
30,4802.65624844217,12987.548268148505,7443.692187108671,12813.45902065639,12400.029041888436,11985.878801992125,12181.009982712456,12356.388671710552,12782.629433482098,12766.628506987216
31,4480.445757198136,13585.051856970966,7357.779174916948,12999.676174463,12734.893510539418,12446.634683350092,12718.010937016545,12900.445393206162,13336.969980696556,13320.069253427231
32,4441.925570680757,14081.830666312178,7243.570674684564,13196.641404565044,13069.591065277626,12762.022154514823,13136.523906243265,13387.185968454383,13791.226223342062,13779.096445054656
33,4439.379385872019,14494.772005166333,7330.3486811166,13345.945016068436,13362.074648957425,13036.645263653769,13497.317276906098,13718.823311668686,14170.873968394764,14177.813586218634
34,4403.397058580041,14800.377054731389,7333.5077909968495,13495.981632329724,13557.198880350248,13263.08051370937,13796.846389119197,14012.128251981168,14441.49663833694,14467.727857044369
35,4260.275766051403,15003.24208282032,7432.121232267313,13544.00035050515,13704.25275159997,13513.45336217834,14024.189544563078,14198.57770482769,14636.58081080793,14639.20328401042
36,4085.7346324432297,15208.171057981768,7451.519912549995,13686.03566036348,13842.101212918646,13867.276604573526,14266.349606794003,14452.60719174926,14861.084832790457,14893.935477253372
37,3908.19226865697,15337.373368081377,7239.344700784015,13781.04006335666,13999.536863988686,14116.981529723247,14480.369482725046,14666.28989668802,15059.03293645094,15116.99299966505
38,3759.4158740778894,15583.549366072088,6854.133467715433,13884.285270768423,14164.6369911064,14340.814198896973,14762.324135676528,14894.701777629309,15308.606085574072,15369.242832207405
39,3652.987130456815,15977.622696813698,6657.85289216117,13987.82766406073,14361.984876623475,14711.989189037333,15090.309087395655,15165.884569435491,15643.26805720042,15695.8335768275
40,3630.2315810237696,16133.125239013543,6419.553269779346,14058.977646751337,14576.812249511602,14874.41089522119,15327.603650464933,15432.71441106584,15871.81433763393,15941.73502467329
41,3425.94026512254,15351.178829244334,6283.370437884884,12838.231350192027,13561.446053250504,13931.977173337656,14420.386331100884,14538.889508254926,15044.267690070825,15086.22497114521
42,3260.871993116281,14641.45177351238,6184.700843604206,12010.83795509326,12619.05540978826,13058.41977932545,13671.692461884744,13731.18561192415,14293.74056492985,14355.467729160564
