,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.75,0.0,0.0,0.25,0.25,2.4000000000000004,0.75,0.0,0.0,0.25,0.1008664825821319,Global
1,0.5,0.0,0.5,0.25,0.0,2.6,0.0,0.5,0.5,1.0,0.013444597656474247,Global
2,0.0,0.0,0.5,0.25,0.75,2.4000000000000004,0.0,0.0,0.25,1.25,0.055131174691106004,Global
3,0.0,0.25,0.0,0.5,1.5,4.0,0.25,0.25,0.0,0.75,0.8514213451529413,Global
4,0.25,0.25,0.75,1.25,0.0,4.6,0.0,0.75,0.0,0.0,0.0029885202205934295,Global
5,0.25,0.25,0.25,0.0,3.0,4.4,0.0,0.5,0.0,0.0,0.003871128652703155,Global
6,0.5,0.25,0.0,0.0,0.0,2.2,0.25,0.25,0.0,1.75,0.1632742293935454,Global
7,0.0,0.0,0.0,0.0,4.75,1.0,0.0,0.0,0.0,0.0,0.02186922359820148,Global
8,0.0,0.0,0.0,0.75,0.25,1.0,0.75,0.75,0.0,0.0,0.03715030667916086,Global
9,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,5.0,0.0,2.3419419113339382e-09,Global
10,0.5,0.25,0.0,0.25,0.0,4.800000000000001,3.75,0.0,0.0,0.0,0.05305781030886244,Global
11,1.0,0.0,0.0,0.75,1.75,1.0,0.5,0.25,0.0,0.0,0.027782441851471242,Global
12,0.0,0.75,0.0,0.0,2.75,4.2,0.0,0.0,0.0,1.0,2.3736749499919747,Global
13,0.5,1.25,0.0,0.0,0.75,4.4,0.0,0.0,0.0,1.0,1.0752399014097125,Global
14,0.0,0.75,0.0,0.75,0.25,1.2,0.0,0.0,0.25,1.5,3.7270738572271647,Global
15,0.0,0.75,0.25,0.0,0.0,1.0,0.0,0.5,0.75,2.25,0.007862749178810203,Global
16,0.0,0.75,1.5,0.0,0.0,4.6,0.0,0.75,0.0,1.5,1.2158931392534808e-06,Global
17,0.5,0.75,0.0,1.25,0.5,4.800000000000001,0.0,0.0,0.0,0.0,1.0456644221128115,Global
18,0.0,0.75,0.0,0.0,0.0,1.0,0.25,1.0,0.0,1.25,0.013975385724846377,Global
19,0.0,0.75,0.0,1.5,0.0,1.2,0.5,0.0,0.0,1.5,0.8198602260661998,Global
20,0.0,0.75,0.0,0.5,0.0,4.800000000000001,0.0,0.0,0.0,3.25,11.433941502274765,Global
21,0.25,0.75,0.0,0.25,1.25,3.8000000000000003,0.0,0.0,0.0,1.0,3.9703796141556964,Global
22,0.25,0.75,0.5,0.25,0.5,4.6,0.0,0.0,0.0,0.5,0.32547783432849414,Global
23,0.0,0.75,0.0,0.5,0.0,5.0,0.0,0.0,0.0,3.25,11.153199178061971,Global
24,1.0,1.0,0.0,0.75,0.25,4.800000000000001,0.25,0.25,0.0,0.25,0.04440406965586944,Global
25,0.0,0.0,0.0,0.25,0.0,1.2,0.0,0.0,0.0,3.5,1.9540794662070873,Global
26,0.0,0.75,0.0,0.5,0.0,4.2,0.0,0.0,0.0,3.25,11.610693399555036,Global
27,0.0,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,3.5,4.052427897809955,Global
28,0.0,0.75,0.75,0.75,0.0,3.6,0.0,0.25,0.5,1.25,0.016550545318856455,Global
29,0.0,0.75,0.0,0.0,0.0,4.4,0.0,0.0,0.0,3.25,12.112020463748628,Global
30,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,3.0,5.606287825919924,Global
31,0.0,1.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,3.0,10.696721090721454,Global
32,0.0,1.0,0.0,0.0,0.0,3.6,0.25,0.0,0.0,3.0,7.672727954033968,Global
