x1,x2,x3,x4,x5,x6,x7,x8,x9,target,model_name,level,iteration
0.7805183,-0.94509554,0.806275,0.07726085,0.46244287,0.8093579,-0.32608938,-0.93051624,0.2668048,-3.9732237,Good,Local,1
-7.209604,-8.090112,-7.1183968,-7.867166,-6.742281,-7.2614555,-8.388397,-7.539542,-7.4154997,-17.306307,Weak,Local,2
-32.273197,-31.789833,-31.612263,-30.89087,-31.335505,-31.253542,-32.130116,-32.415802,-31.473719,-21.844364,Poor,Local,3
16.883812,-4.870859,24.072746,-31.403639,20.283672,3.4234047,21.746399,22.395302,19.734459,-21.418175,Global,Global,4
-12.550821,-10.364347,32.610195,-13.5164795,-31.387182,-25.75578,11.1202965,23.04406,28.699047,-21.765667,Global,Global,5
-0.44294536,-0.47860795,-0.90484905,-0.76892495,-0.19379282,-0.8356211,-0.2917711,-0.0147202015,0.86935544,-3.8810072,Good,Local,6
-0.4637486,-0.5290411,-0.04643636,-0.9346483,-0.18959323,-0.74818265,-0.28166178,-0.045755215,0.9958098,-3.6588087,Good,Local,7
-0.47887522,-0.5514346,0.34642193,-1.0,-0.17994142,-0.71020746,-0.27717575,-0.07716722,1.0,-3.947009,Good,Local,8
-0.46532682,-0.5200162,-0.17437291,-0.91102445,-0.19315274,-0.7602664,-0.28310543,-0.033671606,0.99439746,-3.726348,Good,Local,9
0.46161515,2.8141265,11.456384,4.5701904,1.3327292,5.089569,-1.216835,-2.217277,3.9841895,-14.184636,Global,Global,10
12.763624,-5.6687417,-10.930312,-1.1431602,6.7237506,4.0793476,7.7992415,4.1933346,-2.5184083,-16.768204,Global,Global,11
-11.986548,-1.2035276,-11.024308,-2.3436387,-9.568147,-10.619759,-8.049527,-4.21341,-2.9520094,-17.354908,Global,Global,12
17.534397,-6.354864,-32.768,-1.6853315,-22.732164,8.88291,-0.4587184,10.571243,-25.781235,-21.406254,Global,Global,13
5.574079,4.8349175,-0.53382283,4.729933,5.678142,4.7070985,5.2041936,5.0528917,6.4021616,-14.541739,Global,Global,14
-0.25936463,-0.66624546,-0.033507943,-0.88737756,-0.18688731,-0.58629304,-0.2841338,-0.19860293,0.9920408,-3.600541,Good,Local,15
-0.024917485,-0.7367537,-0.038876086,-1.0,-0.124164015,-0.3584623,-0.27285165,-0.37672463,0.9995992,-3.4553728,Good,Local,16
0.3126465,-0.83750176,-0.046141323,-1.0,-0.0776296,-0.24489534,-0.26301968,-0.43769392,1.0,-3.5460901,Good,Local,17
-0.2856641,-0.666902,-0.047806136,-1.0,-0.09459443,-0.08161885,-0.27168247,-0.62982005,1.0,-3.4911432,Good,Local,18
-0.18268475,-4.660756,-3.7955737,-4.393991,-0.55946416,1.8408178,2.3774107,-3.1124394,1.21334,-10.612277,Global,Global,19
4.77529,5.186844,8.342135,6.446144,0.93344814,0.16789779,-7.830013,-0.17770144,0.08972922,-14.048687,Global,Global,20
