x1,x2,x3,x4,x5,x6,x7,x8,x9,target,model_name,level,iteration
-0.20190704,0.033358335,-0.9501392,0.8801588,0.89170825,0.59346247,-0.16997176,0.6405139,-0.5419133,-3.8753881,Good,Local,1
-6.609118,-6.9716616,-7.6155186,-7.8936005,-7.884641,-7.7970514,-7.025632,-7.272629,-8.333077,-17.063194,Weak,Local,2
-32.729103,-31.221308,-31.037905,-31.14862,-31.43488,-32.0375,-32.04061,-31.631866,-32.240704,-21.431591,Poor,Local,3
18.832935,-23.95957,-18.418243,20.925236,12.903889,15.101582,-17.51419,26.399837,-7.2091026,-21.056107,Global,Global,4
7.713894,0.07920456,-17.500988,26.114094,-0.6919403,14.103207,12.902462,-9.094202,-2.2336693,-19.872803,Global,Global,5
0.9118197,0.78345156,0.81721723,0.094192505,-0.4541586,0.11772263,0.32656157,0.86308706,-0.3741979,-3.8204947,Good,Local,6
0.368501,0.7785663,0.3425857,0.08169277,-0.76528114,0.17051819,0.23875213,0.828157,-0.3615795,-3.6297045,Good,Local,7
0.14349583,0.7756784,0.14864871,0.07495871,-0.89552855,0.19196229,0.20401756,0.81385976,-0.35597137,-3.178279,Good,Local,8
0.03258189,0.77609193,0.061964966,0.06970412,-0.96474314,0.20013349,0.18549144,0.80709743,-0.3529222,-3.0476942,Good,Local,9
-0.060159147,0.7224169,-0.3087141,0.12467982,-0.872202,0.28627014,0.2220179,0.7932908,-0.35819033,-3.4691133,Good,Local,10
-0.25724784,0.8144676,0.04905124,0.014940186,-1.0,0.16477364,0.09852816,0.7947857,-0.3397397,-3.1011,Good,Local,11
-9.670447,3.4681947,-0.286226,-4.0251365,-9.604987,-1.1674027,-1.9669514,2.0908043,1.2846547,-14.295816,Global,Global,12
-1.3089561,6.613027,6.041396,-0.5245695,-7.3305116,1.5531694,2.4116433,4.8896194,3.7796333,-13.829208,Global,Global,13
-16.740192,0.22883447,-5.971203,0.49963748,-1.0661088,0.6713663,-5.4410677,0.38030556,0.36172023,-16.130606,Global,Global,14
-1.8360312,-0.016540473,3.2042465,-0.66583574,-2.4093423,0.32328266,-6.8172784,10.522069,-4.162209,-13.831376,Global,Global,15
-1.4246519,-0.41970852,5.7447305,2.085121,-2.8959749,-5.9572864,-3.3584065,-1.2256796,1.3485506,-11.408083,Global,Global,16
0.20530151,0.8312617,-0.017343177,-0.049315188,-1.0,0.21218088,0.30147472,0.8386006,-0.31963462,-3.2708292,Good,Local,17
-0.1351748,0.7470684,0.03782273,0.2712513,-1.0,0.2501079,0.16065483,0.7954824,-0.39663246,-3.410554,Good,Local,18
-0.47120082,0.45472032,-0.059270207,-5.31518,-3.4738219,-5.1590223,1.945774,-10.233291,0.2690625,-13.556141,Global,Global,19
28.289278,-1.5668631,0.3778529,10.35278,-6.269557,0.5785401,-24.834385,-31.767347,1.5437073,-21.387287,Global,Global,20
1.1426744,5.486693,-1.1335449,-3.6534588,-1.8966266,11.236254,6.98208,0.6741194,-3.9205737,-14.35341,Global,Global,21
1.0521344,-0.7453072,-3.3811786,-10.405312,-2.3451679,0.3379725,-0.59066945,-0.44884405,-5.927196,-13.4253,Global,Global,22
-0.037685376,2.0315905,-1.8799173,0.48512885,-1.6365448,-4.544347,2.6473446,1.8842219,-0.21694934,-8.675605,Global,Global,23
-0.06192232,0.7962397,-0.048482485,-0.06217768,-1.0,0.17804748,0.16173017,0.80232984,-0.3216497,-2.9681044,Good,Local,24
-0.07289863,0.7674547,0.4931204,-0.04458806,-1.0,0.17853105,0.08240216,0.8473744,-0.27699128,-3.2789145,Good,Local,25
-0.03808268,0.89208704,-0.22512971,0.05605112,-1.0,0.16770041,0.23568746,0.775519,-0.32585898,-3.190114,Good,Local,26
-0.46417376,0.025416482,-6.1368213,-0.85692585,-1.9483027,4.786445,-0.64018625,-0.35429084,-3.8444977,-10.508946,Global,Global,27
5.21144,2.489555,-0.2598159,-1.3904454,-0.8040658,6.84137,-1.0351741,2.972882,2.9226418,-11.225856,Global,Global,28
-4.8745155,-0.9659401,-0.0037255506,-1.2239202,-1.6596782,-7.3511124,-0.27532396,-0.4011317,25.968552,-18.314873,Global,Global,29
-1.3183085,-0.31484538,1.4399859,-13.277928,-1.7651241,2.1939776,-4.7703524,0.032237202,0.028768547,-14.052109,Global,Global,30
-3.2160027,5.3701205,-0.6102799,-0.63726956,-0.32245937,-0.25654775,-0.43434116,6.0340047,2.9675584,-11.060047,Global,Global,31
-0.035537977,0.7541992,0.060943276,-0.08679764,-1.0,0.13804649,0.10021561,0.7923636,-0.36005473,-2.9514208,Good,Local,32
-0.044719607,0.78378344,0.064800195,-0.0440738,-1.0,0.12986058,0.110684305,0.77333933,-0.23354168,-2.7479753,Good,Local,33
-0.025357224,1.0,0.079130866,-0.034399055,-1.0,0.058097526,0.040764973,0.75566435,-0.19187409,-2.5543928,Good,Local,34
-0.00013037669,1.0,0.03710065,-0.007883637,-1.0,-0.07575458,-0.037371315,0.7526477,-0.12201074,-2.4340048,Good,Local,35
-0.0008374913,1.0,0.043828174,-0.016203668,-1.0,-0.13087732,-0.0775818,0.6551638,-0.04390792,-2.544694,Good,Local,36
0.020008357,1.0,-0.0007443721,0.005678713,-1.0,0.005757267,-0.13530767,0.8444784,-0.08171312,-2.352971,Good,Local,37
-0.017400496,1.0,0.018745394,-0.022391398,-0.49612924,-0.12835367,-0.13801171,0.89331144,-0.058657873,-2.59859,Good,Local,38
0.0589715,1.0,-0.0046031377,0.024742227,-1.0,0.09334025,-0.2613221,0.79513377,-0.14413735,-2.7287722,Good,Local,39
1.2007068,-6.300817,0.8389767,9.21061,1.6790918,1.9147378,2.5947497,-2.9914243,-4.554204,-13.275799,Global,Global,40
-5.974436,1.9443709,-17.765865,-4.9207935,-1.1927037,-6.722361,-0.29245475,-0.25662142,0.3848102,-16.415318,Global,Global,41
-3.6825893,-6.248855,-9.882189,12.383994,-2.451736,18.992805,3.3137972,-2.7998338,-6.7430296,-18.488548,Global,Global,42
1.0580076,1.0646446,-1.5882689,-1.2217625,-1.151674,-2.0324974,-0.47077328,-1.0223136,2.8990679,-6.541917,Global,Global,43
-6.0247073,3.7104354,-0.58408934,-0.7899523,-1.0792358,-21.178442,-0.25547206,-0.8783456,0.73482496,-16.974766,Global,Global,44
