x1,x2,x3,x4,x5,x6,x7,x8,x9,target,model_name,level,iteration
-0.7351394,0.9950514,0.8109907,0.323959,-0.8575157,-0.8099795,-0.7598479,-0.9204509,-0.9930689,-4.234252,Good,Local,1
-6.835983,-7.7793384,-7.8786817,-8.206918,-6.9135265,-8.292008,-8.271243,-7.3302965,-7.5875864,-17.33183,Weak,Local,2
-31.070217,-31.450808,-32.17269,-30.817104,-31.087198,-31.97631,-31.555494,-30.81691,-32.65697,-21.488869,Poor,Local,3
-28.170109,0.022979736,-24.939455,27.39505,27.195107,-11.885866,-21.154055,-10.331844,-23.53059,-21.225525,Global,Global,4
-2.8504086,28.939922,-27.173748,20.449265,15.160297,-5.7725334,9.083591,-11.699528,27.590065,-21.099766,Global,Global,5
-0.43189812,0.026662111,-0.23406309,0.14341223,0.12443507,-0.9547222,-0.6093509,0.24248075,0.5933169,-3.3994684,Good,Local,6
-0.43487826,0.06647384,-0.044734895,0.1318022,-0.4161902,-0.95696294,-0.6128944,0.40234533,0.15179983,-3.3725023,Good,Local,7
-0.3684013,-0.06569859,-0.7197341,0.11323536,-0.9212187,-0.9800469,-0.59126455,0.223744,-0.19011301,-3.568839,Good,Local,8
-0.43773547,0.06695502,0.11415104,0.108037435,0.43736315,-0.9327822,-0.64437145,0.9973027,0.25048393,-3.5795946,Good,Local,9
4.074552,-9.478795,-1.8161926,-1.6666355,-3.9426947,0.7174907,1.7061307,3.6302307,11.300225,-15.140177,Global,Global,10
4.604111,0.123134084,-5.874608,2.382135,1.8879023,-0.2833102,5.3856997,6.590758,17.873417,-16.957447,Global,Global,11
1.9907742,16.106037,-8.965026,10.895641,-1.9857731,0.3512975,6.602078,3.3722,0.86428887,-16.945423,Global,Global,12
0.7894701,-1.2604624,-3.4257777,13.154205,3.3092618,4.525811,1.4747851,1.837973,0.8554888,-14.494607,Global,Global,13
-0.39479366,-14.197524,-5.1388106,-4.284221,7.2720976,-3.0701823,-3.1700575,6.828996,11.390764,-17.074903,Global,Global,14
-0.4862881,0.14019689,0.48545554,0.16832018,-0.68660146,-0.9692304,-0.5892019,-0.014226232,0.6194892,-3.870057,Good,Local,15
