x1,x2,x3,x4,x5,x6,x7,x8,x9,target,model_name,level,iteration
-0.14910519,0.6610875,-0.32596833,0.3683579,0.13360119,0.32997644,-0.9150807,0.7736715,0.9186547,-3.8192282,Good,Local,1
-8.406,-7.749418,-7.899293,-7.4523377,-8.258881,-7.7478647,-7.422173,-8.30298,-7.569092,-17.87535,Weak,Local,2
-31.700296,-32.69898,-31.887499,-32.059364,-32.13081,-30.859085,-32.557636,-32.68368,-31.20569,-21.527206,Poor,Local,3
-20.77864,-31.84771,30.02343,-25.426628,8.473721,-2.9122753,9.277473,-24.151867,4.427559,-21.35836,Global,Global,4
-21.947266,-14.442818,-18.096203,21.35503,4.957039,-15.320427,-27.152596,22.510483,9.090805,-21.078442,Global,Global,5
0.4591658,-0.8278647,-0.68522835,0.89462864,0.23038971,-0.7857907,-0.6308854,-0.8849428,-0.19567204,-4.1567335,Good,Local,6
-0.29394922,0.5696807,-0.30067116,0.33361742,0.13474396,-0.1664008,-0.94228864,0.105046324,0.9073013,-3.4611578,Good,Local,7
-0.39054853,0.50722575,-0.283272,0.30978608,0.13537537,-0.4903514,-0.9597064,-0.33376783,0.9002253,-3.9338598,Good,Local,8
-0.31862995,0.6975687,-0.30083477,0.34922266,0.13358524,-0.058100693,-0.9289824,0.43844774,0.8971341,-3.7015066,Good,Local,9
2.8299065,7.217158,4.6794543,3.8388808,4.613262,-0.31034917,2.6780193,-1.2629066,6.5714564,-13.511594,Global,Global,10
-6.029745,-0.5298564,6.816937,-3.3446789,3.943233,9.001791,0.9945456,14.874124,5.708891,-16.390797,Global,Global,11
3.0524378,9.097506,-6.4629564,1.0563164,-4.8640614,0.09113418,-4.427585,-0.6337765,0.70716083,-13.356223,Global,Global,12
0.69029665,0.9196965,-9.287372,5.047091,-3.0903442,-2.4873896,-7.729864,1.6526009,-0.52600354,-13.834489,Global,Global,13
-0.31653965,-0.6754547,3.9074128,-12.038636,-4.050226,-1.3750601,-1.8822128,1.8283046,0.67001384,-13.431028,Global,Global,14
-0.073960476,0.38161835,-0.32969227,0.33707687,0.13618144,0.1389068,-0.9424151,0.10350112,0.9428269,-3.1860151,Good,Local,15
0.006317248,0.54530025,-0.34665453,0.40556175,0.13813956,0.4049408,-0.9440838,0.0041445727,0.94104993,-3.5757608,Good,Local,16
-0.20133467,0.2857689,-0.32253847,0.29112557,0.13774778,0.036137424,-0.93958527,0.13784485,0.93636835,-3.088378,Good,Local,17
0.10114942,0.2327474,-0.30317044,0.29105124,0.1255614,-0.30247518,-0.947496,0.26048696,0.96715325,-3.2907667,Good,Local,18
-0.4472404,0.27712744,-0.34750086,0.27863592,0.14878215,0.4465358,-0.924481,0.21473536,0.91725713,-3.7223558,Good,Local,19
7.1158605,-2.0720522,-1.3608447,0.82072,0.16725403,1.2940264,-3.3764892,-1.2493571,9.789377,-13.146828,Global,Global,20
-2.4723115,-0.4872428,-5.4395485,6.0134783,-1.1810681,0.21860608,-0.44987345,1.338922,2.8737779,-11.060339,Global,Global,21
