,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.75,0.0,0.5,0.75,0.0,1.0,0.5,0.75,0.5,0.0,0.006115413036104318,Bizarro World
1,0.75,0.25,0.5,0.75,0.0,1.2,0.25,0.5,0.25,0.25,0.02210172701457842,Global
2,1.75,0.0,0.0,0.0,0.0,4.2,0.0,0.5,0.75,0.5,0.001519084323177291,Global
3,1.5,0.5,0.5,0.5,0.5,3.8000000000000003,0.25,0.25,0.0,0.0,0.009660591595109798,Global
4,0.0,0.75,0.0,0.5,0.75,1.6,0.25,0.25,0.5,0.25,0.6372686169575364,Global
5,0.5,0.0,0.5,0.5,0.0,1.0,0.5,1.75,0.5,0.0,0.00019100314888345448,Bizarro World
6,0.5,0.0,2.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,5.174153007264143e-06,Bizarro World
7,0.0,0.0,0.0,0.75,2.75,1.0,0.0,0.75,0.0,0.0,0.0012494161549056163,Global
8,0.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,1.25,0.5,0.0201652983213771,Global
9,0.0,1.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,3.5,11.141334224450876,Global
10,0.0,0.0,0.0,0.0,0.75,1.4,0.0,0.0,0.0,3.75,0.4347535062136988,Global
11,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.5,3.25,0.5683073536392167,Global
12,0.0,1.0,0.5,0.0,0.0,4.4,0.0,0.75,0.75,0.0,0.0069987982950217315,Global
13,0.0,1.0,0.0,0.0,0.0,3.6,0.0,0.25,0.0,3.25,2.090521938416835,Global
14,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,5.0,3.1244113909261975,Global
15,0.5,0.0,0.5,0.5,0.0,1.0,0.75,0.5,1.25,0.0,0.0016001600570629058,Bizarro World
16,0.75,0.0,0.5,0.5,0.0,1.0,0.5,0.5,1.75,0.0,0.00017317771863513878,Bizarro World
17,0.0,0.0,4.25,0.0,0.0,2.2,0.0,0.0,0.0,0.0,9.305103368880977e-18,Global
18,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.25,6.2190389620907585,Global
19,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.25,0.0,3.5,1.5010483876190854,Global
20,0.0,0.75,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,4.0,11.79151275057458,Global
21,0.0,0.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,11.74160417237152,Global
22,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.335853708819418,Global
23,0.0,1.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,3.5,12.025314541450761,Global
24,0.0,0.75,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,4.0,11.703056789210752,Global
25,0.0,0.75,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,3.75,12.17214495541981,Global
26,0.0,0.75,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,3.5,12.110172424810411,Global
27,0.25,0.75,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,3.5,5.302244520136373,Global
28,0.0,0.75,0.0,0.0,0.25,3.8000000000000003,0.0,0.0,0.0,3.5,14.213425639001425,Global
29,0.0,0.75,0.0,0.0,0.0,2.6,0.0,0.0,0.75,1.25,0.945375466379093,Global
30,0.0,0.75,0.0,0.0,0.25,4.0,0.0,0.0,0.0,3.5,14.387092719951283,Global
31,0.25,0.5,0.5,0.0,0.75,4.6,0.0,0.0,0.25,1.25,0.11265467235142272,Global
32,0.0,1.25,1.0,0.0,0.0,4.2,0.25,0.25,0.25,1.0,0.03157987101727133,Global
33,0.25,0.25,1.0,0.0,0.0,4.2,0.25,0.25,0.0,2.0,0.06497100564130262,Global
34,0.25,0.5,0.0,0.5,0.25,4.0,0.25,0.0,0.25,2.0,2.6393924710874903,Global
35,0.25,2.0,0.5,0.0,0.25,4.4,0.25,0.0,0.0,0.5,0.11576424328838539,Global
36,0.5,0.0,0.5,0.5,0.0,1.0,1.25,0.5,0.5,0.0,0.010797213938752829,Bizarro World
37,0.75,0.0,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.012094055382378857,Bizarro World
38,0.0,1.25,0.0,0.25,0.5,2.0,0.0,0.0,0.5,0.75,3.3909548887808203,Global
39,0.25,0.75,0.25,0.25,0.0,1.6,0.25,0.0,0.0,2.0,0.4082679405744626,Global
40,0.0,1.0,0.0,0.25,1.0,4.800000000000001,0.5,0.0,1.25,0.0,0.2856063705923773,Global
41,0.0,1.25,0.25,0.25,0.0,3.0,1.0,0.0,0.25,0.75,0.7218069981328143,Global
42,0.75,2.25,0.0,0.25,0.0,2.8,0.0,0.75,0.0,0.0,0.01051774838237855,Global
43,0.5,0.0,0.5,0.5,0.0,1.0,0.5,1.5,0.5,0.0,0.0006917068239323148,Bizarro World
44,0.5,0.0,0.75,1.25,0.0,1.0,0.5,0.5,0.5,0.0,0.011040812526475555,Bizarro World
45,0.0,2.0,0.25,0.25,0.75,3.4000000000000004,0.0,0.0,0.0,0.0,2.3839139973703873,Global
46,0.25,1.5,0.0,0.5,1.0,1.8,0.0,0.25,0.0,0.25,1.0747369612672764,Global
47,0.0,1.5,0.0,0.0,0.75,3.4000000000000004,0.75,0.0,0.25,0.25,6.886666732148205,Global
