,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,1.5,0.0,0.0,1.25,3.5,0.0,0.0,0.0,0.75,14.328462913754857,Perfect Hindsight
1,0.0,0.5,0.0,0.0,1.25,1.2,0.5,0.5,0.0,1.0,0.05234687502698203,Global
2,0.0,1.25,1.0,0.25,0.5,3.8000000000000003,0.25,0.5,0.0,0.0,0.008247867432815458,Global
3,0.5,1.0,0.25,0.0,0.25,3.4000000000000004,0.25,0.0,0.0,1.5,0.22987738553616788,Global
4,0.0,0.0,0.0,0.75,0.0,3.4000000000000004,0.75,1.5,0.25,0.25,0.000916948455894569,Global
5,0.0,1.25,0.0,0.0,1.25,3.5,0.0,0.0,0.0,0.75,12.16488309250936,Perfect Hindsight
6,0.0,1.75,0.0,0.0,1.25,3.5,0.0,0.0,0.0,0.75,15.551452190729167,Perfect Hindsight
7,0.0,1.75,0.0,0.0,0.75,3.5,0.0,0.0,0.0,0.5,13.075957619787246,Perfect Hindsight
8,0.0,1.75,0.0,0.0,1.0,3.7,0.0,0.0,0.0,0.75,15.238992611110012,Perfect Hindsight
9,0.0,1.75,0.0,0.0,0.5,1.6,0.25,0.0,1.0,0.75,0.2825031660608932,Global
10,0.0,1.75,0.0,0.0,1.0,1.2,0.0,0.0,1.25,0.0,0.05658487027768542,Global
11,0.0,1.75,0.25,0.0,0.25,1.2,0.0,0.0,0.0,0.75,0.9962769656559567,Global
12,0.0,1.75,0.0,0.0,1.75,1.2,0.25,0.0,0.0,0.75,6.264350898360772,Global
13,0.0,1.75,0.0,1.25,1.0,1.0,0.0,0.0,0.0,0.75,4.586629924139254,Global
14,0.0,1.75,0.0,0.0,0.5,3.5,0.0,0.0,0.0,0.75,13.072610522157822,Perfect Hindsight
15,0.0,1.75,0.0,0.0,1.25,4.9,0.0,0.0,0.0,0.75,16.989830335032636,Perfect Hindsight
16,0.0,1.75,0.0,0.0,1.25,4.7,0.0,0.0,0.0,0.75,16.923231732637717,Perfect Hindsight
17,0.0,1.75,0.0,0.0,1.5,4.9,0.0,0.0,0.0,0.75,17.224123079517717,Perfect Hindsight
18,0.0,2.25,0.0,0.0,1.0,4.5,0.0,0.0,0.0,0.25,14.835018830649355,Perfect Hindsight
19,0.0,2.0,0.0,0.0,1.25,4.9,0.0,0.0,0.0,0.75,16.556639332145643,Perfect Hindsight
20,0.0,1.75,0.0,0.0,1.75,4.4,0.0,0.0,0.0,0.75,16.994928616409034,Global
21,0.25,1.75,0.0,0.0,1.5,4.6,0.0,0.0,0.0,0.75,7.933967889991454,Global
22,0.0,1.75,0.0,0.0,1.5,4.6,0.0,0.0,0.0,0.75,17.31679805595852,Global
23,0.0,1.75,0.0,0.0,1.5,4.4,0.25,0.0,0.0,0.75,13.810784630765777,Global
24,0.0,1.75,0.0,0.0,1.5,4.4,0.0,0.0,0.0,1.0,17.452941274515986,Global
25,0.0,1.75,0.0,0.25,1.5,4.4,0.0,0.0,0.0,1.0,17.750198673912777,Global
26,0.0,2.75,0.0,0.0,0.75,3.2,0.0,0.0,0.5,0.0,3.133808412064333,Global
27,0.0,0.0,0.0,0.0,2.5,4.2,1.0,0.0,0.0,0.75,0.10107023518931589,Global
28,0.0,1.25,0.25,0.25,1.75,4.0,0.0,0.0,0.0,0.0,1.92794272778354,Global
29,0.0,1.75,0.0,0.0,1.5,4.4,0.0,0.0,0.0,1.25,16.51316921716826,Global
30,0.0,1.75,0.0,0.25,1.5,4.4,0.0,0.0,0.0,0.75,18.006229122347534,Global
31,0.25,0.75,0.0,0.0,1.5,1.4,0.25,0.0,0.25,0.0,1.2142716695822073,Global
32,0.25,2.0,0.0,0.25,0.25,4.2,0.5,0.0,0.25,0.25,3.3985431519313174,Global
33,0.25,1.5,0.0,0.5,0.0,1.8,0.25,0.0,0.0,0.25,1.9364464521126585,Global
34,0.0,1.25,0.0,0.25,1.5,2.6,0.25,0.0,0.0,0.5,8.625667922132541,Global
