,x0,x1,Target,Hypothesis
0,-4.9673834212520855,-3.5601624155197706,-37.349654478609644,Poor
1,-4.3386031168106785,2.866368432538774,-27.039544996254122,Global
2,-0.630689470045251,2.2882834209888383,-5.634010222398341,Global
3,4.8946126028452115,0.3941977130028409,-24.112624368867845,Global
4,0.011473547877764112,-4.382196394396042,-19.20377688135857,Global
5,-3.12,-5.12,-35.948800000000006,Poor
6,-4.100203243713782,-4.432423793126311,-36.45804732163326,Poor
7,-3.155842582226624,-3.1229934791777927,-19.71243067478182,Poor
8,-3.2253708419266456,-3.12,-20.1374170679506,Poor
9,-3.12,-3.2099628149979447,-20.03826127366953,Poor
10,-3.2686963738326424,-3.1972638477370987,-20.906872096353304,Poor
11,-3.253940140844282,-3.1712883536791527,-20.64519626237874,Poor
12,-3.1986335326076887,-3.2164265578019804,-20.576656277656237,Poor
13,-3.215682878042248,-3.1301282245676045,-20.13831907436882,Poor
14,-3.240683052396227,-3.224312696558826,-20.898219011278577,Poor
15,-0.5235663515464077,2.264617376012885,-5.402613584211102,Global
16,-0.46912168117711134,2.3751407411735044,-5.861368692132663,Global
17,-3.191180129993805,-3.1504063717745505,-20.108690929384966,Poor
18,-3.1640226127454314,-3.228001250690167,-20.43103116842171,Poor
19,-3.234170002249904,-3.121483945629772,-20.203517626277552,Poor
20,-3.1490766581494487,-3.2293528225837207,-20.345403451631142,Poor
21,-3.155552634082496,-3.202440556285245,-20.213137943005528,Poor
22,-3.12,-3.1200000000190196,-19.468800000118684,Poor
23,-3.1200000000036447,-3.1200000000124604,-19.468800000100494,Poor
24,-3.1200000000020505,-3.120000016730943,-19.46880010441388,Poor
25,-3.120000002566396,-3.120000005128812,-19.4688000480181,Poor
26,-3.1964173145138184,-3.2515168826990903,-20.789445687000942,Poor
27,-0.5054305996888828,2.075685770956613,-4.563931510853614,Global
28,-0.4882147723446924,1.7776713789909524,-3.398469195619174,Global
29,-0.41943091547608635,1.5725227612248165,-2.648750127427229,Global
30,-0.22625175156967814,1.425646699555171,-2.0836583670408992,Global
31,-0.20912402652191198,1.289307862839163,-1.7060476236476272,Global
32,-0.24570024194787818,1.0492312265611259,-1.1612547756842104,Global
33,-0.19645424868035394,0.8548428558287652,-0.7693505799860413,Global
34,-0.028866913276759033,0.7360343088653172,-0.542579802508973,Global
35,-0.053333287920383034,0.6145871375915204,-0.3805617892933369,Global
36,-0.04766262010985693,0.44403677181097484,-0.19944038007604828,Global
37,0.05049166025710841,0.2791263897674904,-0.08046094922015222,Global
38,-0.015869355099781508,0.1737745711551467,-0.030449438011438103,Global
39,0.034885109199764855,0.1061433829883202,-0.012483388596084739,Global
40,0.001346245309898675,0.04009583613664972,-0.00160948845193149,Global
41,0.03449804434466358,-0.025447579198332577,-0.0018376943506617836,Global
42,-3.1386505297224985,-3.2805854323701933,-20.61336792680685,Poor
43,-3.12,-3.120000013024856,-19.468800081275102,Poor
44,-3.12,-3.120000002006959,-19.468800012523424,Poor
45,-3.154588722031264,-3.128613474708035,-19.739652279291526,Poor
46,-3.164604770133722,-3.1487557989820782,-19.929386432776372,Poor
47,-3.123304977214101,-3.253773337312885,-20.342074911298603,Poor
48,-3.2012870884229203,-3.1302801584737985,-20.04689289303805,Poor
49,-3.2508571168929383,-3.151790280573754,-20.50185396717265,Poor
50,-3.120000311367093,-3.1200000034527493,-19.468801964475915,Poor
51,-3.1370013917487336,-3.193497627380597,-20.039204827918994,Poor
52,-0.004297513215395154,-0.03297759613197622,-0.0011059904664802288,Global
53,0.013475287579145859,0.003045374299008208,-0.0001908576799617424,Global
54,0.008714742287184406,-0.001124987170646433,-7.721232926615914e-05,Global
55,0.01931862698837535,-0.003741262960502396,-0.00038720639725561156,Global
56,-3.1200000266908323,-3.12,-19.468800166550793,Poor
57,-3.2078691466136093,-3.1268445894005588,-20.067581548059074,Poor
58,-3.12,-3.1200000026052983,-19.468800016257063,Poor
59,-3.1901619632982157,-3.2004861911773457,-20.4202452119916,Poor
60,-3.121169860623155,-3.3238787169354236,-20.789871023758643,Poor
61,-3.1889354940046175,-3.131643716407657,-19.97650195143804,Poor
62,-3.1615613888839347,-3.1655351847863544,-20.016083421802094,Poor
63,-3.161167153930744,-3.182173751660743,-20.11920756084921,Poor
64,-3.1690822395144056,-3.300635299341554,-20.93727562006515,Poor
65,-3.1566799618063666,-3.306971225291262,-20.900687066174235,Poor
66,0.013795750238067426,-0.01869950471658901,-0.000539994201276872,Global
67,-3.2314351501101735,-3.211976544352412,-20.75896645083762,Poor
68,-3.18979476838972,-3.1709878796961526,-20.229954797626327,Poor
69,-3.133432255134814,-3.258296000490888,-20.434890524334165,Poor
70,-3.1631787351720018,-3.155340020042151,-19.961870352723945,Poor
71,-3.120000094505343,-3.1200001459771673,-19.468801500610894,Poor
72,-3.1775311427456865,-3.1620408657665866,-20.095206599896613,Poor
73,-3.35714310103766,-3.134054568614003,-21.09270783989506,Poor
74,-3.274167912345526,-3.1848994007325384,-20.863759711019544,Poor
75,-3.1603770170881464,-3.1211507779486163,-19.729565068828222,Poor
76,-3.145564956396748,-3.2642499907116616,-20.549906896772356,Poor
