,Good,Poor,Poor_Good,Poor_Weak,Weak
0,669.1520790910669,11772174.876616646,11772174.876616646,11772174.876616646,99218.05804255426
1,669.1520790910669,1324948.6904091826,669.1520790910669,99218.05804255426,99218.05804255426
2,669.1520790910669,1324948.6904091826,669.1520790910669,99218.05804255426,99218.05804255426
3,669.1520790910669,1285816.4264392285,669.1520790910669,99218.05804255426,99218.05804255426
4,669.1520790910669,1285816.4264392285,669.1520790910669,99218.05804255426,99218.05804255426
5,669.1520790910669,1285816.4264392285,669.1520790910669,68080.20000000003,68080.20000000003
6,669.1520790910669,1285816.4264392285,669.1520790910669,68080.20000000003,68080.20000000003
7,518.4449170611632,1284247.6078949147,669.1520790910669,68080.20000000003,55035.229795028405
8,518.4449170611632,1123880.0044991854,669.1520790910669,43193.08991288177,54834.17432742477
9,518.4449170611632,901668.5406434668,546.0050888213786,43193.08991288177,54655.54403032928
10,453.1901555451634,685975.1212468717,546.0050888213786,43193.08991288177,54655.54403032928
11,453.1901555451634,533264.0165168555,546.0050888213786,40371.86894869912,54394.43001033693
12,453.1901555451634,417395.3609601739,546.0050888213786,40371.86894869912,54313.00047025966
13,388.94013388509416,329648.7445602701,546.0050888213786,40371.86894869912,54053.55235860364
14,388.94013388509416,269266.65076613514,546.0050888213786,34997.56205763108,51505.54899912908
15,388.94013388509416,252894.43345747,450.4081278797986,34997.56205763108,50710.64563019457
16,388.94013388509416,246958.06366084708,450.4081278797986,33137.533964770315,50289.39389526208
17,388.94013388509416,203554.5126393683,373.4812311883163,33137.533964770315,50289.39389526208
18,322.7616909993564,163421.03114432935,342.33701946706407,33137.533964770315,50239.469051288936
19,275.2661802816773,140424.31898325757,339.3027172403833,31011.071968431683,50239.469051288936
20,275.2661802816773,131004.34886126258,337.51945759038006,30865.859314384168,50220.71809123109
21,275.2505463513586,128965.73472435054,334.7328143244168,30019.87377950226,50220.71809123109
22,275.2505463513586,119099.8414533473,333.874265656311,26921.97890192735,50066.562848726855
23,271.48614616108773,106541.95508532572,307.6565495974279,20668.9607379213,49929.88200695253
24,271.48614616108773,106049.68940825146,289.9471522790253,20168.30601307222,49922.27583950482
25,271.48614616108773,105604.84547534864,270.33689225621737,18471.270421387293,49922.27583950482
26,271.107358104183,100816.52517185984,258.1844961144976,18010.771807249042,49627.6398873968
27,258.2416326194251,94441.56551169755,249.42066398251143,17852.07764685456,48888.908997717925
28,258.2416326194251,94441.56551169755,243.78583073858735,17366.78448882442,48888.908997717925
29,258.2416326194251,87296.59077217191,241.70964764645703,17329.723546523248,48726.94227930217
30,246.159401868762,82761.77259595222,241.08646464347743,16952.609545745865,48591.33224108465
31,246.159401868762,80897.32320425667,236.94136595088517,16948.75532974007,48569.66967730526
32,246.159401868762,80450.72552209321,232.813564225624,16548.052462635744,48555.19906268626
33,241.87130905012785,80450.72552209321,183.80685848479823,15781.07763108644,47219.94072776263
34,241.87130905012785,74257.7034314702,159.01744087390733,15466.857873746823,42531.39689666549
35,189.6586025895574,64380.02327701788,147.87753700781755,15171.195436757,41023.98344674592
36,189.6586025895574,62865.3315889578,145.74999566554095,15146.12202841345,40188.97940013959
37,189.6586025895574,62865.3315889578,145.38767120392512,15108.50738751554,39919.95852493368
38,189.6586025895574,53788.68472671464,140.97987062905463,14967.535155582163,39902.606614376535
39,189.6586025895574,51357.39782154619,136.34381910023217,14093.836702392013,39859.597174088514
40,189.6586025895574,47180.3937953769,136.34381910023217,12590.008400235363,39126.73698765161
41,78.77841969110618,45292.5590811192,136.1571452767027,11997.766932940209,30043.079901108
42,58.99375341966088,42677.99525618828,133.54665377619762,11437.833819594214,26370.99675359127
43,48.82699612421408,42677.99525618828,120.66388273536778,10261.946730942342,22999.79512496973
44,48.82699612421408,40530.16059967349,115.65278313458629,10178.706544727587,20547.75459419001
45,43.84433911222846,39142.14044756073,114.00858363177356,10104.067841108728,18372.3312202011
46,40.03902802601117,38890.99123432702,106.64331805061168,10087.374193235171,16695.498440794858
47,40.03902802601117,35748.73461174545,105.63431307701654,10069.380983105411,15368.447026758551
48,38.18596006259,33468.36453584689,105.63431307701654,10026.279640741785,14659.373114804308
49,32.431025811631535,33468.36453584689,98.26464185842264,9976.445567170873,14659.373114804308
50,32.06998767509831,33302.030817994804,85.65448944974979,9776.496772952947,14519.435031874356
51,30.712040737321445,33224.80349337362,74.40564203391575,8241.098387266371,14201.41919061874
52,26.97729383859184,32849.48509136559,72.28939075385618,7064.495731019972,13782.183318092875
53,26.97729383859184,31109.802923515843,72.28939075385618,5883.10047149904,13711.332426485737
54,24.25038183364097,31109.802923515843,72.28939075385618,5844.3304405346,13314.45277575056
55,24.11086171684933,29631.882742971226,72.28939075385618,5844.3304405346,12876.86913337014
56,24.11086171684933,27569.27349891729,72.28939075385618,5824.793607627113,12876.86913337014
57,20.24508032094159,27353.278377216,72.28939075385618,5773.317080798737,12630.175821815115
58,16.91298845979569,27353.278377216,72.28939075385618,5597.120883966719,12424.210474521513
59,16.83177773328259,25989.903780500103,72.28939075385618,5488.944986420657,12421.07138903295
60,16.83177773328259,23562.20114523208,58.96462522186527,5488.944986420657,12419.9579498662
61,14.92912793585642,19066.815178234967,46.62669362254588,5415.685319720002,12390.568635954129
62,10.290187886779554,17392.12726788537,43.51018552169416,5258.881698187124,11264.836904889677
63,8.812177404039037,17392.12726788537,43.51018552169416,5258.881698187124,10576.50653000396
64,7.819955742338127,17086.58813763833,31.494642201159493,5216.583256915632,10068.19563932134
65,6.338177234375321,16930.021207410835,30.685476393875767,5146.142944095747,9981.348630985
66,6.1485085282941165,16737.98483525826,29.928250931702028,5126.693863232856,9958.79212734346
67,5.930137385230252,15543.916830158683,29.28760452833621,5116.750565325638,9925.429176678395
68,5.930137385230252,14346.52852371908,29.07140157298158,5099.252591178216,9875.392288763118
69,5.030301892838367,14292.011610166006,28.77493740482679,5051.634826877655,9798.841089104291
70,4.118040551318133,14146.450594638132,27.703085977433965,4946.360164273949,9730.825357141515
71,4.095408740886309,13582.915079591568,27.121073509513227,4799.76895710205,9665.085563866436
72,3.9823723719178425,13088.150608077089,24.257711697206968,4484.979234712769,9600.978486340233
73,3.5920154737361814,13050.10703435616,23.01630243172471,4333.744678659299,9538.918875961695
74,3.5392802867790194,12929.6487946466,22.11540949656132,4312.503257731039,9478.874300776575
75,3.4506261246577146,12113.75661357431,21.984079640726986,4299.630599664464,9420.740667273958
76,3.3046846668217635,11905.731201959085,21.537875897096416,4281.911520314471,9364.511083426243
77,3.270855685996373,11905.731201959085,21.29178906284981,4239.751449902646,9310.175539753456
78,3.2606538008919967,11400.92743629768,20.61515065263429,4107.320631875261,9257.723186922482
79,3.180227837556232,11176.65427071267,20.48542226983393,4045.541288411432,9207.14747204482
80,2.810515878563925,11157.043571565737,20.48542226983393,4005.7913371781615,9158.445714878122
81,2.765266968044495,11045.623282481902,19.51260710619248,3983.0722061084994,9123.400000000003
82,2.5245446338537207,10549.136532515857,19.345705244471667,3941.8145175206655,9123.400000000003
83,2.0755422819576688,10054.776841751664,18.659274379340843,3783.799396375278,9123.400000000003
84,1.7421336098178608,10033.613811134186,18.659274379340843,3401.663951163259,9123.400000000003
85,1.5836292663606388,9998.74881527173,17.790797362601445,3345.4905767626155,9123.400000000003
86,1.545962532664754,9938.14051155483,17.751549863705993,3345.4905767626155,9123.400000000003
87,1.545962532664754,9921.217498091795,17.751549863705993,3336.2331490524857,8974.130695032218
88,1.545962532664754,9898.483088590036,17.481956053759713,3309.251845322036,8974.130695032218
89,1.545962532664754,9863.40331913138,17.481956053759713,3212.044137190588,8743.320950395117
90,1.545962532664754,9770.791606996914,15.962861854137216,3074.386853165404,8743.320950395117
91,1.545962532664754,9645.355071192133,14.119224119401544,2997.057483692489,8743.320950395117
92,1.545962532664754,9412.964469893392,14.061090330892435,2875.8144110182598,8743.320950395117
93,1.545962532664754,8770.458418819306,13.9861460518867,2730.3381989678537,8720.632609794611
94,0.8212638214148368,7891.292674161148,13.9861460518867,2632.2959578196483,8714.355167220821
95,0.8066894820508816,7136.452940974168,13.41000979673162,2531.4974900424745,8714.355167220821
96,0.7738405024973295,6850.2888995151525,12.380952885573205,2445.972940471788,8257.554730432877
97,0.6923664962634785,6582.231530182996,12.380952885573205,2321.2845983825887,8210.886365381313
98,0.5703281070282132,6424.687672972938,12.187204909658298,2184.066459314104,8210.886365381313
99,0.5034670424705646,6325.287281172635,11.995138373833758,2151.557970793689,7933.616233258314
100,0.4678082964480338,6300.8511361865685,11.99140234110471,2151.557970793689,7933.616233258314
101,0.4678082964480338,6237.350639527346,11.99140234110471,2151.557970793689,7608.760416284705
102,0.4374637552117901,5818.954388422122,11.99140234110471,2149.8888682773986,7608.760416284705
103,0.3888787847890442,5502.781844013305,11.99140234110471,2145.088489741902,7608.760416284705
104,0.3677864843447351,5502.781844013305,11.99140234110471,2135.888657877631,7608.760416284705
