x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,Value,Timestamp
1.1363952062105023,1.4577723513144027,0.7249942325455103,0.8976959183256222,0.8819765496138543,1.1183225463001587,1.0670934293981658,0.672995419143362,1.1260424091823007,1.0116519848249577,1.7471391222391013,0.9295451830058703,1.1342956574281695,0.6774334585171229,1.3428998606265008,1.3134333765398116,0.4934307753354155,0.8016706039609187,0.7665716808758454,1.2469472110192983,0.9338227465629392,11
1.0340036628635048,0.8990276420272675,0.7538390436355981,1.1284828632546817,1.4521942826671312,1.3892929996428856,1.1126812679334213,1.2631437874064315,1.4632968476476844,0.9238026987624531,0.888801090333301,0.4806229892270829,0.8057681395411163,0.29069172314544345,1.0521071415295529,0.7175621186596799,1.364145979046933,1.6455650980190855,1.3011214391403378,0.4268170084088727,1.135180209171374,18
1.205384384987072,0.8307550304537393,1.1392858612178203,1.048388137975384,1.0000277040958006,0.5144535218551283,1.6127540146112325,1.1746254452768339,1.0850281629389715,0.7423845030457495,1.9663000635099457,0.4114503909625472,0.8835561295275048,0.3948845552116822,0.6291408456114216,0.6449051397489305,1.1590013193510185,0.9319320706365002,0.5534543112329996,1.6193088567283118,1.4311125271124638,19
0.9883985351579254,0.7943653110117976,0.586123999115129,0.7385197096812619,1.0962106585234324,1.1699835050363336,0.8069611226164941,0.7016526309626832,1.1879375745158962,1.4756766658148543,0.9057820448395291,1.0800890147589752,1.046060145868032,0.5850472120071251,1.9144920085231716,1.1072106683093597,1.0870216449736623,1.013679116246169,1.230242958949918,0.825761442007463,1.005308225574436,21
0.7869997490920567,0.8488349296999453,1.1477576094525104,0.9116059623791346,0.6444853817061251,0.8874191245010403,1.076776943119413,0.8685954372415572,0.5934970807189863,1.1050816410386988,0.8932065884504923,1.4678723131054414,1.3546886704367758,0.9870819296982002,0.7190528399000393,1.5345879057665206,1.5126614143909523,1.5085459262682415,0.7215721241112687,1.496842870470784,1.0412431085039522,22
3.066922192329656,2.3958306916264043,-9.323854156118736,7.495974996744891,-1.2242430651905405,9.893764793507287,-6.570638251332916,9.355678554789641,-1.768264134515027,8.853718256665669,-2.301332222098562,-5.117652384007032,9.896869237777292,-1.8451934922463415,-4.168118581652256,-6.335818303966011,-3.37342768881218,3.971865829511863,-2.7274233404962525,-2.3447277266812963,350.3601098895455,48
1.0360754166391999,1.0254621322523254,1.1693193639700499,1.1324748673109823,1.0424275983379543,1.0710431427263263,1.2089933941642776,0.981481240661342,1.0812507204587132,1.192239178910202,0.5334982838748719,1.0584134224806752,1.329616865875237,1.0110372539482864,1.1510371300892466,1.0530350708483986,0.9444356977610494,0.949843006358627,0.9751887669313426,1.0964100204285785,0.23235215620739708,41502
1.2252675407869074,0.9573469705596551,1.162333018763766,1.3438198441442744,1.0986480211975262,1.1101353020621652,1.126125380701694,1.0625997913076812,1.3190819017641786,1.1363726901940054,0.9686639256656917,1.1748682189399062,0.9662095301644996,1.0175802061565504,1.087129144801315,1.0712022803380687,0.9503171704349469,1.0111044033722068,1.1877156103927398,0.9678091521923431,0.2966107681992331,89224
1.0542889398311512,1.0124706717534528,0.9288844857318714,1.0773642962805834,1.0083429568722502,1.0433119680514622,0.8826794830230759,1.193552002492801,1.1978754709667818,1.2639125754148992,0.9933234409765408,1.3054645265140876,1.003658161670346,0.9341082145505819,0.542642056198881,1.106645491529814,1.18092111792105,1.1464029476210094,1.1085115666053564,1.135482024467107,0.2684344988280975,127064
1.144038585424818,1.003757327117437,1.0106246768743254,1.0529536371763175,1.0345705531999974,1.1438512809055263,1.0108669417894234,1.107343286365568,1.286657403120568,1.284876557474142,0.9782477807776186,1.0280180373459538,0.9801650967467079,1.0193496787686112,1.1306019758950843,1.178093795402707,1.1714454436513235,1.0398499154878245,1.1162186438629913,1.1923757226346474,0.20197140341747152,165826
1.1597803057090097,1.1249129075828854,1.0620575592773687,1.0367358229464312,1.1373836546524423,1.0803912631308386,1.1012875414093148,1.0991217630689771,1.0578772300444115,1.1774896904478442,0.905794419718184,1.0872214079603884,0.990207281470986,1.0622726747338191,1.0233030265147443,1.0313696665106047,1.155283525197623,1.097629553456077,1.043862743962375,1.195713525113458,0.1205287404941244,195605
1.172436798841625,1.068109008421249,1.1463590776384787,1.15944395665638,0.9955102423208668,1.1525086706303966,1.1667860410696722,1.089575954289705,1.233883132822836,0.9459868475478785,1.0789734411132645,1.1063003760544476,0.9882710709000655,1.0251315602844038,1.1574823204428135,0.9520267112499584,1.0068379499049094,1.0575590940490471,0.9980857875066569,1.1787510455103423,0.16139166139273603,236387
1.0859573344514732,0.9696335434231091,1.007598770407645,1.1563879335230371,0.4984889136811539,1.0688852587422024,0.9442018448473827,1.0123989888629128,1.1048678424853264,1.1421262774790506,1.1906857092939411,1.1047952094832925,1.0164875479523876,1.0544968282265985,1.1073095994704891,1.0934728428174996,0.9454836108789326,1.1456944838418117,1.0881801588234263,1.082918850043594,0.16944689752466907,282765
1.2212007324106615,0.9977171583922664,1.076404420845476,1.1372250457363555,1.0950120133237422,1.087838811131544,0.866128328897382,1.4307670356309568,1.2615518378362687,1.192497876529099,0.872838923617838,1.0687068820733199,1.0677043407385345,1.2908267389663735,1.1445165364384593,1.0919208448674222,0.9568713101431722,1.0662659444523985,1.033998335853033,1.1566958543596861,0.3606310181078884,323040
1.207225444663731,1.1169779053343163,1.073797652002387,1.043662666492196,1.1664396353342703,1.082399033184597,0.9565141498567182,0.9982109437475053,1.1758618209441156,1.2419892576321825,1.038936775947132,0.9672114359842361,1.0653300694433128,0.9696481429114794,1.1144123633161556,0.9664791870833831,1.0198980370916126,1.0995413717017666,1.0569101155343965,1.2011981212168443,0.15859928518631108,349728
1.1188717899075566,0.9858048299509387,1.0271683992632035,1.0114077658884364,0.9670199498010018,1.269977123619146,1.1142021896787018,1.0425279612984621,1.2324317409269885,1.5362639483605935,1.002407722566927,1.1007682628040598,1.0178273588472135,1.078871623308931,1.1430882805032478,1.0430997617758386,0.20122755488855848,0.9743734344438856,1.1161022199415598,1.1623145081955677,0.42022093742582256,392144
1.0326929730600796,1.2144709429033824,1.0456441736228932,1.5110777959680668,0.09169740450256114,1.1161503696666273,0.9730918519917235,1.0393908045940767,1.1160072400985666,1.434147341433576,1.2294772147352742,1.2198660689219878,0.9699947805570756,1.0226812067945588,1.0729762841082775,0.927232473974043,0.8916087712915282,1.092397339543183,1.048841466189454,1.0086012888309757,0.5142606784325022,435344
-1.7046317472783592,-6.088533942683547,-4.697002758557417,-3.2801473209530805,-8.943078286033368,6.392582919735432,9.408364314750852,9.961847512357547,-1.9064387131659988,3.513582751459424,-4.10527963027394,-4.74658137252364,0.07072379958601616,1.0139394187955517,0.21938804011118052,-2.642346927453959,-4.424661374145793,-7.460166340118098,-2.1116041063465243,-8.837533814623898,243.10541689571193,435459
1.0447207014088313,1.0835045855926655,1.0527914858980392,1.0659941077145145,1.0549624169860845,1.0627988845999496,0.9788286432892668,0.9905072965701116,1.2256933449155873,1.2291993620406245,0.19505581050637844,1.0997669821212455,1.1440978168253029,1.3468982228365896,1.3713773671430722,1.002301487369241,1.078394901352199,1.0276164156340535,1.0573430711832383,1.2467193677162631,0.3598657957705156,487884
1.0820352104489772,0.9927619849591873,0.9685574493725184,1.0902963468265945,0.9176389258138862,1.086310941068156,1.3305615894448568,1.0388492592063834,1.0721969697453364,1.0570629544415766,0.9399624339356336,1.0833651870545058,1.0366286761011665,0.9778702824877072,0.5079428647103725,0.9426537077130064,0.9067288347073656,1.0325094944827011,1.1582475140976651,1.0868736869860918,0.18661404702975315,538923
1.1213914064035535,0.9751358669935328,1.0633361218828838,1.1606994483623367,1.1467017484101145,1.1658448293819763,0.9858924804080902,1.3019212102285267,0.9704971302718555,1.3529769536822105,1.1498807533852968,1.0700216072827509,1.214916728344111,0.9697745095417346,0.39866949822591025,1.03527506410874,1.0148964517502996,1.0318500544833356,1.1360675631538992,1.158453638625133,0.33510833777072296,587039
1.1166837366859284,1.2377092623500232,1.286354197792465,1.0439118437944401,0.9866509194594997,1.0809414626843115,1.1104882003007468,1.0974218402756826,1.121722224691453,1.036026035574313,0.9642332734559584,1.0592955977883172,1.1373224341320274,1.1036748298016086,0.37922453570499925,0.9866444382490752,1.065858046537528,1.1376843615452046,0.9974218830790864,1.0092006266739162,0.23987388222981637,636431
