x0,x1,x2,x3,x4,Value,Timestamp
-6.785219403483644,-6.6837329573270825,-7.628214284341752,-7.302723740376979,-7.313595755452417,17.206213139427465,343
-7.704654039870679,-7.847332802468597,-7.423115032619093,-7.355302544999705,-7.8888846085322655,17.469334449896266,346
-7.225898596971867,-7.497244845682932,-7.602273134090598,-7.2674647867817725,-8.053509187687656,17.43734952626041,359
-7.3503479148882604,-7.6576682813451935,-8.055640339653753,-7.054463126019262,-7.362363923668407,17.23982714357817,385
-7.820867505434592,-6.902158491074803,-7.243079638128593,-7.429867763591295,-7.963075216428705,16.926802874926597,406
-7.47899066076118,-7.534908684963888,-7.584818717055565,-7.495383687599763,-7.670154218331206,17.880491288246894,6206
-7.402895625459966,-7.565409519895571,-7.362122443572492,-7.439128412113394,-7.710226861504054,17.762268227599563,11226
-7.404977940299627,-7.371136239036801,-7.2799380965497145,-7.4318393227864314,-7.615808240581754,17.674446246526678,18844
-7.49889752499238,-7.602330199461728,-7.656348051939862,-7.408331937939579,-7.644694110894788,17.84442657031931,25809
-7.460562412180878,-7.531341100535837,-7.229056017548392,-7.58212623159352,-7.622437342457545,17.737621690535924,30173
-7.312496810847637,-7.400967479317436,-7.645137170984954,-7.4174333794656055,-7.5809668433319475,17.73926680135595,37843
-7.785813027669626,-7.672243382279873,-7.546757826855768,-7.424642460153951,-7.698625301677822,17.749833021646204,47801
-7.3488400431380825,-7.131392767104403,-7.51642746413518,-7.6625600252708175,-7.529369535776635,17.58343289728673,54342
-14.790419218173401,18.999320039879073,6.71950059711056,13.276566821156635,-29.932960304977307,20.78079322088052,54392
-7.851005547661989,-7.477860154409485,-7.573679933638935,-7.497826391629486,-8.003199566019248,17.64430471940157,62044
-7.490068699937576,-6.951291047256671,-7.645221757962456,-7.399347266841424,-7.700266727225869,17.50176837433502,69155
-7.639528823104364,-6.901931788256687,-7.606018032466837,-7.439849915627306,-7.9032241353277435,17.394440192488943,76087
-7.810784846018862,-7.507550838022166,-7.743211341022174,-7.5492381985690695,-7.438423950985541,17.753006836874192,83654
-10.467240104523853,14.716133346977266,-3.6367021438609157,29.623330779759854,-11.860470012113748,21.295926771173608,83797
-7.513979030518037,-7.491774768571698,-7.826717376418738,-6.59669629548798,-7.725593238208564,17.599247795607177,90794
-7.622015098276599,-7.637722533282908,-6.891079216770958,-7.363979308965931,-7.247067299554079,17.345048075797987,97553
-7.820867505434592,-6.902158491074804,-7.243079638128593,-7.429867763591297,-7.728046911066318,17.143736829843213,104606
-7.585485600581357,-7.657670858669206,-6.812570558690428,-7.399189036155555,-7.476164605935381,17.589487288828884,111248
-7.827130101725871,-7.6063570971423005,-7.3242730182562115,-7.398392548218318,-7.800312304515379,17.56174678560104,117951
-7.586739385402808,-7.400636352526266,-6.600607342633303,-7.407923611971346,-7.756065992836906,17.61027122892916,124922
-7.395546975324038,-7.618738909683291,-7.6209731820343976,-7.544923901858247,-8.360548928621895,17.98107693417866,132308
-7.820867505434592,-6.902158491074804,-7.243079638128592,-7.429867763591297,-7.728046911066318,17.14373682984321,138731
-7.702322543167046,-7.514062067175854,-7.1899622065609705,-7.430007457908726,-7.381725276568625,17.607959823474978,146568
-11.420871509699413,25.933723205212743,-8.799138455333228,-23.692013412761945,14.017010968286975,20.9668190918772,146714
-7.986176562382505,-7.285010032960468,-7.7434098501636335,-7.345425930215712,-7.61710444281972,17.45144439248391,154508
