,No Hypothesis
0,1774917.858756259
1,1774917.858756259
2,1177314.0476879478
3,1177314.0476879478
4,1177314.0476879478
5,1177314.0476879478
6,1177314.0476879478
7,1177314.0476879478
8,1070569.1703791006
9,1070569.1703791006
10,1070569.1703791006
11,1070569.1703791006
12,1070569.1703791006
13,1070569.1703791006
14,1070569.1703791006
15,1070569.1703791006
16,1070569.1703791006
17,1070569.1703791006
18,1070569.1703791006
19,1070569.1703791006
20,1070569.1703791006
21,1070569.1703791006
22,1070569.1703791006
23,1070569.1703791006
24,1070569.1703791006
25,1054715.8779817391
26,1054715.8779817391
27,227790.1769323501
28,227790.1769323501
29,227790.1769323501
30,227790.1769323501
31,227790.1769323501
32,227790.1769323501
33,227790.1769323501
34,227790.1769323501
35,227790.1769323501
36,227790.1769323501
37,227790.1769323501
38,227790.1769323501
39,227790.1769323501
40,227790.1769323501
41,225149.64512006965
42,106659.1179406018
43,106659.1179406018
44,106659.1179406018
45,106659.1179406018
46,106659.1179406018
47,106659.1179406018
48,106659.1179406018
49,106659.1179406018
50,106659.1179406018
51,106659.1179406018
52,30382.31797620604
53,30382.31797620604
54,30382.31797620604
55,30382.31797620604
56,30382.31797620604
57,30382.31797620604
58,30382.31797620604
59,18189.22167730628
60,18189.22167730628
61,18189.22167730628
62,18189.22167730628
63,18189.22167730628
64,18189.22167730628
65,18189.22167730628
66,18189.22167730628
67,18189.22167730628
68,18189.22167730628
69,18189.22167730628
70,18189.22167730628
71,18189.22167730628
72,18189.22167730628
73,18189.22167730628
74,18189.22167730628
75,18189.22167730628
76,18189.22167730628
77,18189.22167730628
78,18189.22167730628
79,18189.22167730628
80,18189.22167730628
81,18189.22167730628
82,18189.22167730628
83,18189.22167730628
84,18189.22167730628
85,18189.22167730628
86,18189.22167730628
87,18189.22167730628
88,15886.100957996834
89,15886.100957996834
90,15886.100957996834
91,15751.102462021594
92,15751.102462021594
93,15751.102462021594
94,15751.102462021594
95,15751.102462021594
96,15751.102462021594
97,15751.102462021594
98,15751.102462021594
99,15751.102462021594
100,15751.102462021594
101,15751.102462021594
102,15751.102462021594
103,15751.102462021594
104,15751.102462021594
